,Name,ra_epoch2000,dec_epoch2000,RA,DEC,Tmag,parallax,parallax_error,distL1350,MG,bp_rp,LS_Period,Log10_LS_Prob,Amplitude,Duration,flares,flarerate,teff_val,BC,L,Lergs,MeanAmp,MeanEnergy,MeanFlareDuration,MinAmp,MinEnergy,MinFlareDuration,MaxAmp,MaxEnergy,MaxFlareDuration
73,25153167,63.0751063654504,-70.1663066071985,04:12:18.03,-70:09:58.7,13.55,31.8695,0.0459,31.378091920231554,12.541964345445436,3.323388,0.37317502,-274.61785,0.00893,223.64289,8,0.03577131381194368,3810.18,-0.4906,0.001189746012136052,4.2830856436897874e+30,0.223,2.9e+32,9.7,0.045,6.3e+31,6.0,0.42,6.3e+32,14.0
74,139547745,64.004095397832,-20.3504161808905,04:16:00.98,-20:21:01.5,12.79,20.2313,0.0583,49.4291669131286,11.106094545721623,2.94375,0.65357416,-225.11741,0.00486,24.489459,0,0.0,3729.0,-0.54659,0.004701085717007659,1.6923908581227573e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,70991709,65.4244321061273,-13.0906453692339,04:21:41.86,-13:05:26.3,13.52,15.6943,0.0743,63.72018957861059,10.923914703838054,2.98521,0.72477649,-1605.07536,0.01988,24.48807,4,0.16334484506128902,4337.7001953125,-0.19483,0.004021296710650808,1.447666815834291e+31,0.09,4.5e+32,7.0,0.045,2.9e+32,6.0,0.129,7.4e+32,8.0
76,33866201,65.6899460203873,-75.1285889403095,04:22:45.59,-75:07:42.9,13.75,18.7113,0.052,53.444450207116745,11.548276931187448,3.06309,0.25767551,-7931.50759,0.0146,296.34731700000003,0,0.0,4189.0,-0.26219,0.002407494109390275,8.66697879380499e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,435939517,66.0391464325561,15.087604270337,04:24:09.40,+15:05:15.4,12.06,43.3463,0.0914,23.07022321537744,11.71246301726499,3.129069,0.71283584,-2436.64192,0.01202,24.481125000000002,3,0.12254338801832022,3655.0,-0.6009,0.0028273188641099764,1.0178347910795916e+31,0.074,1.9e+32,6.7,0.028,8.1e+31,6.0,0.134,3.2e+32,8.0
78,59086175,66.1313601415752,13.9286298157348,04:24:31.53,+13:55:43.1,13.66,22.006,0.0769,45.44324335062555,11.827269399798068,3.108789,0.35789269,-327.22946,0.01197,24.492237,0,0.0,3717.10009765625,-0.55537,0.0024391596628583426,8.780974786290034e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,37907855,66.4163713005184,-8.6855281613216,04:25:39.93,-08:41:07.9,13.86,29.9248,0.1014,33.417856780566524,12.814646032868495,3.525114,0.30597961,-1442.24576,0.02465,24.490848,1,0.04083157920869053,3476.0,-0.73478,0.0011589203590059642,4.1721132924214715e+30,0.163,2.1e+32,8.0,0.163,2.1e+32,8.0,0.163,2.1e+32,8.0
80,139703090,66.5125232913235,-21.8312852161229,04:26:03.01,-21:49:52.6,13.43,25.6524,0.0508,38.9830086160714,11.811710230538425,3.012856,0.3804544,-344.26298,0.0072,24.490848,0,0.0,3956.35,-0.39187,0.002128452215660861,7.6624279763791e+30,,,,,,,,,
81,170675902,67.3269407909458,-31.3990994644869,04:29:18.47,-31:23:56.8,13.07,59.3757,0.2018,16.84229338305343,13.825692858781027,4.174734,0.9097142,-289.95041,0.00607,46.393989000000005,1,0.021554516469795254,3340.800048828125,-0.84253,0.0005043532936864362,1.8156718572711704e+30,0.139,9.8e+31,10.0,0.139,9.8e+31,10.0,0.139,9.8e+31,10.0
82,178879452,67.4403441899145,-27.6230177858032,04:29:45.68,-27:37:22.9,11.58,9.275,0.0588,107.82503326009873,10.75285099608974,2.868622,0.91685487,-7285.59132,0.03284,24.435288,5,0.20462210226456098,3904.36,-0.42536,0.005821080419951448,2.0955889511825215e+31,0.055,4.8e+32,11.6,0.015,1e+32,6.0,0.188,1.6e+33,20.0
83,245820477,67.6411402235474,14.7480670788693,04:30:33.87,+14:44:53.0,12.1,19.9994,0.4547,50.05233766391726,9.993402171259829,2.708855,0.32152777,-194.99145,0.00292,24.493626,0,0.0,3970.5,-0.36556,0.0110882530744004,3.9917711067841444e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,245821931,67.7388850545896,12.3037887293759,04:30:57.33,+12:18:13.6,11.47,24.6475,0.075,40.57280620465065,9.800207767117051,2.661101,0.88860542,-3064.42244,0.00993,24.486681,4,0.16335411075106504,3837.199951171875,-0.4668,0.014542427081839164,5.235273749462099e+31,0.047,7.3e+32,8.0,0.021,3.4e+32,6.0,0.119,1.4e+33,12.0
85,373053873,67.8315121966328,10.9237761950483,04:31:19.56,+10:55:25.6,13.4,23.0683,0.065,43.350208928551126,11.699071025391195,3.190319,0.46500489,-794.59936,0.01919,24.493626,2,0.08165389640553833,3669.39990234375,-0.59027,0.0028345203740265867,1.0204273346495712e+31,0.099,3e+32,6.0,0.082,2.6e+32,6.0,0.116,3.5e+32,6.0
86,259374524,68.1317170241816,-53.7143882223241,04:32:31.61,-53:42:51.8,13.45,26.0856,0.0439,38.335540837934445,11.933606026682835,3.019534,0.68713848,-888.59722,0.00962,43.175676,0,0.0,4072.89990234375,-0.32296,0.001785424890900998,6.427529607243593e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,220391763,68.2406932173306,-57.6961105599956,04:32:57.77,-57:41:46.0,11.63,47.6967,0.1076,20.966022796727657,11.401264731615672,3.059967,0.58815039,-1705.01218,0.0021,157.895964,4,0.02533313644419689,3620.39990234375,-0.62632,0.00385497982164559,1.3877927357924123e+31,0.031,1.2e+32,7.5,0.019,9.9e+31,6.0,0.051,1.4e+32,10.0
88,138759938,68.3735726443018,-0.9942760675183,04:33:29.66,-00:59:39.4,13.06,25.7229,0.0692,38.876420094645425,11.51883966789577,3.095527,0.24997314,-1205.12396,0.01178,24.490848,1,0.04083157920869053,3648.42,-0.61745,0.0034311849821433878,1.2352265935716196e+31,0.05,4.3e+32,14.0,0.05,4.3e+32,14.0,0.05,4.3e+32,14.0
89,138767755,68.5056101199511,-1.1913366792076,04:34:01.35,-01:11:28.8,11.88,22.6933,0.0562,44.06640137045059,9.936145070886841,2.706731,0.84518621,-3953.67005,0.02061,24.481125000000002,13,0.5310213480793876,3811.89990234375,-0.48559,0.013055033061471483,4.6998119021297345e+31,0.054,8.2e+32,8.3,0.023,3.2e+32,6.0,0.128,1.6e+33,14.0
90,121548959,68.6427739371767,-19.5063611742428,04:34:34.27,-19:30:22.9,12.7,11.7255,0.044,85.28653571188727,9.352265630069716,2.548671,0.43681977,-5130.74113,0.03275,24.48807,6,0.24501726759193354,3768.5,-0.51761,0.023021719248705077,8.287818929533828e+31,0.073,3.2e+33,10.3,0.036,8.6e+32,6.0,0.217,1.2e+34,20.0
91,38842861,68.7387310413792,-65.4314475319461,04:34:57.30,-65:25:53.2,12.43,8.9737,0.0176,111.43757601375626,8.186396716198425,1.880816,0.51264418,-124.85175,0.00268,225.709722,0,0.0,4233.94,-0.24064,0.05220322256455152,1.8793160123238548e+32,,,,,,,,,
92,262413434,69.3611392894551,2.9288470389482,04:37:26.67,+02:55:43.8,13.24,11.9979,0.0485,83.35055923817691,9.916216409699404,2.652593,0.8677557,-2998.71085,0.02791,24.483903,4,0.16337264528453652,3838.98,-0.47001,0.013107426801591071,4.7186736485727865e+31,0.121,2.8e+33,12.5,0.069,1e+33,6.0,0.252,6.4e+33,22.0
93,56003070,69.7536536763649,-8.3717717262455,04:39:00.88,-08:22:18.4,13.01,12.4335,0.2653,80.49905457581552,9.789450100950566,2.660255,0.44430173,-4543.90804,0.03415,24.492237,1,0.040829263574413396,3684.0,-0.58787,0.016419803682834685,5.9111293258204865e+31,0.146,5.4e+33,16.0,0.146,5.4e+33,16.0,0.146,5.4e+33,16.0
94,373259418,70.1691756774427,9.5636082392373,04:40:40.60,+09:33:49.0,13.48,23.7872,0.0738,42.04021289150006,11.771666466861985,3.011385,0.77224304,-230.68791,0.00714,24.48807,0,0.0,3974.10009765625,-0.36277,0.002150014603222149,7.740052571599736e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,245950135,70.5518669642523,14.1475955965158,04:42:12.45,+14:08:51.3,13.64,20.0466,0.0798,49.885322634651175,11.546916073127317,3.061005,0.39794516,-285.82974,0.01176,24.490848,0,0.0,3667.0,-0.59207,0.0032663413145927857,1.1758828732534029e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,117880865,70.705584799532,-14.8741563980248,04:42:49.34,-14:52:27.0,11.84,28.274,0.0511,35.36841081123043,10.444289268274101,2.812919,0.49142453,-2789.03676,0.01448,24.467235000000002,16,0.6539357634812433,3788.0,-0.50324,0.008309603248685448,2.991457169526761e+31,0.058,6.6e+32,10.2,0.015,1.5e+32,6.0,0.247,2.3e+33,28.0
97,436573134,71.0350165304025,14.7149028214861,04:44:08.40,+14:42:53.7,13.93,21.8306,0.0797,45.808461808242384,12.18560445526585,3.242273,0.47349339,-264.97797,0.01246,24.490848,0,0.0,3776.39990234375,-0.5118,0.0016845279231376803,6.06430052329565e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1250913,72.1672459554915,-35.6561347707051,04:48:40.14,-35:39:22.1,12.34,49.8354,0.0474,20.066093497007387,12.301253842552216,3.23337,0.47522196,-2029.1404,0.0107,24.48807,1,0.040836211265322254,3516.800048828125,-0.70365,0.0018070012877702104,6.505204635972757e+30,0.067,9.1e+31,6.0,0.067,9.1e+31,6.0,0.067,9.1e+31,6.0
99,176379866,72.2023961044948,-4.3701357855475,04:48:48.58,-04:22:12.5,13.84,21.3907,0.0695,46.75025820918677,11.983614930533221,3.220603,0.40861983,-188.66517,0.01337,24.478347,1,0.04085243174304213,3770.199951171875,-0.51635,0.0020374831054123374,7.334939179484415e+30,0.485,1.2e+33,10.0,0.485,1.2e+33,10.0,0.485,1.2e+33,10.0
100,398795985,72.3524191966931,-18.6411392120949,04:49:24.58,-18:38:28.1,13.33,27.3991,0.057,36.49786083984452,11.544613945207523,2.902559,0.63909501,-139.91714,0.0038,24.490848,1,0.04083157920869053,3879.77,-0.44181,0.002850220285232383,1.026079302683658e+31,0.043,2e+32,8.0,0.043,2e+32,8.0,0.043,2e+32,8.0
101,452793374,72.549462194086,4.0348953174736,04:50:11.87,+04:02:05.6,11.42,29.4938,0.0419,33.905566111059215,10.05604599970921,2.603353,0.97546745,-283.23958,0.00312,24.478347,10,0.4085243174304213,3942.5,-0.38726,0.010677893774473512,3.8440417588104646e+31,0.077,1.5e+33,13.8,0.015,2.3e+32,6.0,0.31,6.9e+33,32.0
102,627018,72.9423398187154,-24.0024339629484,04:51:46.16,-24:00:08.8,12.05,19.7598,0.0387,50.6081806462646,9.825258376041553,2.598852,0.84518697,-2910.48679,0.01467,24.479736,3,0.12255034122917012,3551.60009765625,-0.67742,0.017253001402638437,6.211080504949837e+31,0.03,5.5e+32,6.7,0.022,5.2e+32,6.0,0.042,6.2e+32,8.0
103,9358219,73.130256382608,-8.9658209927286,04:52:31.26,-08:57:57.0,11.52,5.6546,0.0911,176.93303992026088,10.50235930364755,2.571719,0.9009502,-2126.44825,0.01214,24.490848,0,0.0,3711.10009765625,-0.55976,0.008297748516377596,2.9871894658959347e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,220433364,73.3772718973832,-55.8587958424809,04:53:30.55,-55:51:31.7,9.38,90.1653,0.0379,11.090745019657788,10.500487395918512,2.822193,0.42773816,-22134.81486,0.07193,205.998423,597,2.8980804382177237,3741.800048828125,-0.53721,0.008141211486720519,2.930836135219387e+31,0.03,3.1e+32,10.2,0.004,4.3e+31,6.0,0.878,8.7e+33,64.0
105,436674860,73.4197133174372,13.8596027791578,04:53:40.73,+13:51:34.6,12.58,25.1634,0.473,39.76796569386387,10.975398122581561,2.963907,0.76541403,-1185.67781,0.01121,24.495015000000002,4,0.1632985323748526,3517.16,-0.73534,0.006309235679575029,2.2713248446470107e+31,0.143,1.1e+33,9.5,0.079,5.2e+32,6.0,0.232,2.2e+33,18.0
106,146307240,73.4891937023379,-22.3712681424353,04:53:57.41,-22:22:16.6,13.78,15.0974,0.0678,66.23917686677316,11.044383365146635,3.016407,0.3919528,-2468.94479,0.04148,24.485292,6,0.24504506623813185,4189.18,-0.26209,0.003828976077166679,1.3784313877800046e+31,0.239,1.5e+33,12.7,0.082,3.6e+32,6.0,0.36,2.4e+33,18.0
107,450104815,73.6574641169295,9.4090895889699,04:54:37.79,+09:24:32.7,13.24,21.7137,0.0609,46.054586026123445,11.340191585568903,3.033561,0.89783802,-3691.45211,0.03687,24.485292,1,0.040840844373021976,3961.5,-0.37254,0.00322804339683784,1.1620956228616225e+31,0.068,2.5e+32,6.0,0.068,2.5e+32,6.0,0.068,2.5e+32,6.0
108,9434734,73.6771311633426,-10.4205622076113,04:54:42.51,-10:25:14.0,13.62,13.9946,0.0564,71.45839295947098,10.711064774748628,2.929538,0.72478711,-2565.49705,0.03588,24.486681,4,0.16335411075106504,3865.199951171875,-0.44584,0.006164673650021516,2.219282514007746e+31,0.183,1.4e+33,7.5,0.129,1.1e+33,6.0,0.256,2e+33,8.0
109,246927990,73.7738261097204,-15.4964532653206,04:55:05.72,-15:29:47.2,13.95,13.7852,0.068,72.54500206521897,10.919306512979244,2.903326,0.55561762,-1597.18815,0.02679,24.493626,0,0.0,3917.82,-0.41652,0.004953194643658592,1.7831500717170932e+31,,,,,,,,,
110,13912397,74.2078011846136,-39.603426631484,04:56:49.87,-39:36:12.3,13.44,22.6244,0.0461,44.200428210757536,11.638644616074876,3.100772,0.41236881,-911.03513,0.01605,46.430103,1,0.021537751057756644,3648.42,-0.61745,0.0030727140986527564,1.1061770755149924e+31,0.133,3.8e+32,6.0,0.133,3.8e+32,6.0,0.133,3.8e+32,6.0
111,140757571,74.3406075464576,-72.121945123946,04:57:21.75,-72:07:19.0,13.18,8.7808,0.0243,113.8865104977782,9.05967256851233,2.265239,0.20919967,-22181.60157,0.02734,205.177524,-2147483648,,3655.199951171875,-0.60069,0.03253920780665726,1.1714114810396615e+32,,,,,,,,,
112,138826437,74.4379137510461,-6.8090151749737,04:57:45.10,-06:48:32.5,11.88,13.9017,0.0451,71.93512230760035,8.784451068249997,2.269393,0.49612696,-4719.78922,0.02519,24.479736,4,0.16340045497222683,3956.0,-0.37679,0.03411422955754732,1.2281122640717035e+32,0.044,1.8e+33,8.0,0.028,1e+33,6.0,0.08,3.4e+33,10.0
113,59127215,74.7629999724453,12.2624823480176,04:59:03.12,+12:15:44.9,13.69,22.4864,0.0743,44.47228000007186,11.83439602308735,3.193404,0.7587013,-94.67392,0.00516,24.492237,0,0.0,3486.800048828125,-0.72645,0.0028367535118190208,1.0212312642548475e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,1441539,74.8079934819173,-32.7172859759081,04:59:13.92,-32:43:02.2,12.98,28.6122,0.0515,34.95034970097777,11.618052372489187,2.965364,0.81085126,-2865.07035,0.02066,24.493626,1,0.040826948202769164,3420.62,-0.83132,0.003813353321165676,1.3728071956196434e+31,0.16,9.2e+32,16.0,0.16,9.2e+32,16.0,0.16,9.2e+32,16.0
115,389121763,75.0137201638403,15.9148052206507,05:00:03.29,+15:54:53.3,13.52,23.0083,0.11,43.46453157517516,11.80622498240417,3.155376,0.75429116,-233.29932,0.01048,24.493626,0,0.0,3566.800048828125,-0.6661,0.0027539117377840087,9.914082256022432e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,146420492,75.0371062701969,-23.1932521604496,05:00:08.91,-23:11:35.7,13.12,15.7036,0.0527,63.68106638562665,10.270509363167616,2.783855,0.33873802,-1130.6629,0.01207,24.479736,3,0.12255034122917012,3639.5,-0.61228,0.010782221745161488,3.881599828258136e+31,0.064,6.6e+32,6.0,0.046,5.7e+32,6.0,0.089,7.6e+32,6.0
117,13955081,75.167566739347,-40.8293588486642,05:00:40.22,-40:49:45.7,13.25,33.8102,0.0577,29.577043647392998,12.3746681888472,3.272821,0.38046322,-1619.86674,0.01198,46.423158,0,0.0,3489.199951171875,-0.72465,0.0017218397697727691,6.198623171181969e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,220478846,75.8890312320219,-56.5117691909827,05:03:33.37,-56:30:42.4,12.75,8.703,0.0166,114.90370753783452,8.538508789663641,2.117929,0.15932021,-55.76061,0.00202,181.035315,0,0.0,3981.35,-0.37638,0.042770909240018494,1.5397527326406658e+32,,,,,,,,,
119,415508270,76.0614925102354,11.0566288925832,05:04:14.76,+11:03:23.9,10.77,98.1514,0.0837,10.188356446562352,12.191538346777708,3.032387,0.84245565,-3255.80065,0.00709,24.48807,1,0.040836211265322254,3485.800048828125,-0.72727,0.002043114303090059,7.355211491124213e+30,0.093,4e+32,16.0,0.093,4e+32,16.0,0.093,4e+32,16.0
120,14001734,76.0989252295974,-37.5055722436821,05:04:23.74,-37:30:20.1,11.69,23.4032,0.1149,42.73122690887021,9.871952187200872,2.749723,0.28798273,-4917.69116,0.01919,24.483903,10,0.4084316132113413,4065.60009765625,-0.32705,0.011968483496955616,4.308654058904022e+31,0.054,7.8e+32,9.0,0.02,2.6e+32,6.0,0.115,2.2e+33,14.0
121,200322593,76.3101195761408,-47.9376470443175,05:05:14.43,-47:56:15.5,11.48,71.3886,0.0448,14.007849762521118,12.16194262404979,3.11322,0.72606865,-2351.6918,0.00376,67.009527,7,0.10446275795977487,3464.89990234375,-0.74336,0.002130919009030394,7.671308432509418e+30,0.039,9.1e+31,8.6,0.017,5.7e+31,6.0,0.098,1.9e+32,12.0
122,455032060,76.5771996196845,0.5694459396918,05:06:18.53,+00:34:10.0,13.85,29.0068,0.0793,34.47518365881308,12.700772057697243,3.379964,0.96102182,-119.82523,0.00808,24.482514000000002,0,0.0,3883.58,-0.43924,0.0009803636054943755,3.529308979779752e+30,,,,,,,,,
123,169396756,76.7707353849752,-12.5789836218113,05:07:04.98,-12:34:44.3,12.78,22.1334,0.5128,45.22837970254567,10.920385852432025,2.737708,0.43609237,-100.45095,0.00263,24.489459,1,0.04083389510564525,4077.93,-0.32016,0.004528033795861766,1.630092166510236e+31,0.144,2.2e+33,34.0,0.144,2.2e+33,34.0,0.144,2.2e+33,34.0
124,200384712,77.9637649683615,-42.6593848522038,05:11:51.30,-42:39:33.8,13.28,20.5973,0.0882,48.5518012626045,11.27315826607152,3.058308,0.75220176,-240.01114,0.00429,45.084162,1,0.022180738326687762,3659.0,-0.59795,0.004225875385613164,1.5213151388207392e+31,0.136,6.5e+32,10.0,0.136,6.5e+32,10.0,0.136,6.5e+32,10.0
125,24344174,79.0999970214441,-8.7313599864823,05:16:24.00,-08:43:52.9,13.8,39.6642,0.0835,25.211873197875434,13.24341042903972,3.659903,0.68104013,-399.46685,0.01596,24.482514000000002,1,0.04084547853214747,3470.699951171875,-0.73888,0.0007837685267813418,2.821566696412831e+30,0.208,1.6e+32,6.0,0.208,1.6e+32,6.0,0.208,1.6e+32,6.0
126,249040177,79.1064009461662,-0.5216266714734,05:16:25.54,-00:31:17.9,13.31,22.7065,0.0576,44.0408103528398,11.534218492946378,3.109658,0.91365116,-3651.77843,0.04426,24.486681,0,0.0,3717.10009765625,-0.55537,0.003194924444032683,1.150172799851766e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,30943870,79.3224017740473,-27.515434491661,05:17:17.38,-27:30:55.6,12.82,39.333,0.0549,25.4240423998624,12.26944297929996,3.057329,0.60809011,-157.88228,0.00309,45.074439,0,0.0,3659.0,-0.59795,0.001688118001083993,6.077224803902375e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,249071639,79.6478816788458,-5.0763876477006,05:18:35.49,-05:04:35.0,13.04,27.1032,0.0772,36.89660280775797,11.590831094647008,3.044372,0.86204925,-1055.96939,0.01493,24.481125000000002,1,0.04084779600610674,3904.39990234375,-0.41635,0.0026681335568973104,9.605280804830318e+30,0.627,1.7e+33,14.0,0.627,1.7e+33,14.0,0.627,1.7e+33,14.0
129,393804343,81.3205057968595,-20.907358611419,05:25:16.92,-20:54:26.5,12.93,13.3735,0.0563,74.77731826715939,9.845191569849788,2.635057,0.91095283,-2311.24465,0.02064,45.068883,13,0.2884473529108765,3806.02,-0.49363,0.014301295122292182,5.148466244025186e+31,0.085,3.6e+33,14.3,0.031,5.6e+32,6.0,0.432,2.9e+34,52.0
130,264631371,82.1980889763332,1.8687782242511,05:28:47.54,+01:52:07.6,12.72,15.3436,0.0688,65.17631091046638,10.15463312489051,2.769966,0.92253147,-264.95394,0.00922,20.589147,2,0.09713855557007776,4038.5,-0.34243,0.00935661475192036,3.36838131069133e+31,0.134,1.3e+33,8.0,0.066,9.6e+32,8.0,0.202,1.6e+33,8.0
131,345778835,82.200879898497,11.3486430428299,05:28:48.21,+11:20:55.1,11.88,49.5551,0.0778,20.179656439260896,11.76579415972332,3.00925,0.30365048,-909.91732,0.00643,20.587758,4,0.19429021848809375,3877.10009765625,-0.43697,0.0023145700774826147,8.332452278937413e+30,0.091,1.7e+32,7.0,0.024,6e+31,6.0,0.205,3.3e+32,8.0
132,302609808,82.3708846505864,16.8749592442102,05:29:29.01,+16:52:29.9,13.86,6.8463,0.0738,146.0964198066712,9.17978913310258,2.13234,0.30492646,-88.95809,0.01051,20.596092000000002,0,0.0,4024.0,-0.35086,0.023143463151421833,8.33164673451186e+31,,,,,,,,,
133,391745863,82.7071423691678,-67.0986591454156,05:30:49.71,-67:05:55.2,12.94,19.5938,0.039,51.036949133518306,10.762339472970437,2.906229,0.82519282,-68414.94511,0.06172,222.746985,17,0.07631977600055956,3810.199951171875,-0.4868,0.0061063853139099655,2.1982987130075877e+31,0.088,6e+32,7.9,0.033,2.1e+32,6.0,0.186,1.2e+33,12.0
134,302829745,83.069369259576,13.1250455350925,05:32:16.65,+13:07:30.2,13.25,22.2297,0.0883,44.98625857812044,11.436101623908101,3.058747,0.72331467,-127.53302,0.00621,20.596092000000002,2,0.09710580045962117,3761.58,-0.52669,0.003405927137589661,1.226133769532278e+31,0.156,4.7e+32,6.0,0.087,3.1e+32,6.0,0.226,6.3e+32,6.0
135,427348926,83.6131086990207,-0.2117979889392,05:34:27.15,-00:12:42.5,13.48,18.0911,0.0802,55.277926900451746,11.159810263822036,2.959917,0.67196908,-1139.34656,0.02962,20.587758,1,0.04857255462202344,4256.0,-0.23045,0.0033439201338533423,1.2038112481872032e+31,0.104,6.2e+32,10.0,0.104,6.2e+32,10.0,0.104,6.2e+32,10.0
136,350332233,83.9776232865923,-55.5715449184499,05:35:54.63,-55:34:17.6,13.23,24.7722,0.0462,40.36810830253046,11.600735008338773,3.023128,0.43034934,-20990.91461,0.02001,242.409669,1,0.004125247990829937,4181.39990234375,-0.26595,0.0023018975696683258,8.286831250805974e+30,0.063,1.6e+32,6.0,0.063,1.6e+32,6.0,0.063,1.6e+32,6.0
137,436159008,83.9996517256574,10.2681224178001,05:35:59.92,+10:16:05.2,13.92,8.5729,0.0567,116.65640803955313,9.779715000177092,2.38959,0.66377455,-77.25793,0.00943,20.596092000000002,0,0.0,3671.62,-0.59805,0.016723762803756714,6.020554609352418e+31,,,,,,,,,
138,144486791,84.1659040014632,-36.9021941981948,05:36:39.82,-36:54:07.9,13.56,12.3644,0.0481,80.8797323265793,10.383366473613586,2.87512,0.79228028,-3146.8569,0.01976,45.082773,0,0.0,3931.0,-0.39608,0.007963159332253137,2.8667373596111297e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,388938137,84.1806702382295,-10.6414813915703,05:36:43.36,-10:38:29.3,13.24,19.4992,0.0523,51.28487912765678,10.89021931863406,2.823656,0.72092186,-296.26908,0.00737,20.590536,0,0.0,3930.800048828125,-0.39622,0.00499344501445745,1.7976402052046821e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,140208626,84.6192070185102,-32.2087167648172,05:38:28.61,-32:12:31.4,13.68,25.8301,0.0492,38.71479987445525,11.877995906804575,2.995174,0.49330054,-808.24351,0.0142,24.495015000000002,0,0.0,4131.10009765625,-0.29153,0.0018256336940000043,6.572281298400016e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,127106127,84.7533286595684,12.770615738793,05:39:00.80,+12:46:14.2,13.82,14.2783,0.1101,70.04446333951009,10.875663939016649,2.825591,0.33037683,-76.97382,0.00765,20.593314,0,0.0,3776.699951171875,-0.51161,0.0056283152254101715,2.0261934811476619e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,140212114,84.7563970275307,-30.725294931239,05:39:01.54,-30:43:31.1,12.25,12.3342,0.0317,81.07642282068639,8.851825105488901,2.229858,0.1400778,-2398.74096,0.00775,45.088329,0,0.0,4171.2998046875,-0.27096,0.029083988152467898,1.0470235734888443e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,144776281,85.2245809920934,8.9050701537346,05:40:53.90,+08:54:18.3,12.32,63.8316,0.0683,15.66625741071448,12.856235709427146,3.466793,0.33188797,-636.00571,0.00736,20.58498,0,0.0,3668.10009765625,-0.59127,0.00097726811190922,3.5181652028731924e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,354572301,85.2702516054624,-42.8421691988811,05:41:04.86,-42:50:31.8,12.51,35.3358,0.0485,28.300016648827864,11.672858544906477,3.147133,0.31662308,-8251.55989,0.02865,45.060549,12,0.26630833991836184,3685.300048828125,-0.57863,0.0028728210230460002,1.0342155682965602e+31,0.127,5.1e+32,12.2,0.027,9.6e+31,6.0,0.34,1.7e+33,34.0
145,200603695,85.6578617895052,8.8500998530792,05:42:37.89,+08:51:00.4,12.12,14.6767,0.0529,68.13693325470638,9.193409086488987,2.400243,0.41949648,-5529.04205,0.03252,20.587758,3,0.1457176638660703,3703.0,-0.57247,0.02803008205651211,1.009082954034436e+32,0.042,2.2e+33,11.3,0.025,7.7e+32,6.0,0.052,4.3e+33,20.0
146,93241239,85.8384315100544,-22.0672581798837,05:43:21.22,-22:04:02.1,13.81,18.6097,0.0968,53.73826776655477,12.052367685006583,3.023272,0.67825343,-411.41681,0.01194,20.591925,0,0.0,3692.95,-0.58058,0.002029013443135138,7.304448395286497e+30,,,,,,,,,
147,100481123,85.8615115239228,-30.4202791486717,05:43:26.76,-30:25:13.0,11.64,11.4471,0.025,87.35917663673831,7.969966339302818,1.952879,0.84387471,-2066.64491,0.0241,45.078606,20,0.4436694426620025,3979.78,-0.37734,0.07226856976213547,2.601668511436877e+32,0.07,1.6e+34,19.7,0.015,1.8e+33,6.0,0.782,2.2e+35,70.0
148,72882364,86.1131215754953,-4.1003808267362,05:44:27.15,-04:06:01.4,11.88,42.0365,0.061,23.788949470741727,11.385562680762312,2.867495,0.9109581,-3077.09428,0.01328,20.589147,3,0.14570783335511664,3782.89990234375,-0.507,0.003504087475806442,1.2614714912903192e+31,0.045,1.7e+32,7.3,0.035,1.5e+32,6.0,0.06,1.9e+32,8.0
149,156148078,86.2707446281687,11.5284129089384,05:45:04.98,+11:31:42.3,13.95,15.5516,0.071,64.30468228910513,11.293604015761026,2.967017,0.5196155,-119.8606,0.01313,20.591925,0,0.0,3794.34,-0.50218,0.003796910724226975,1.366887860721711e+31,,,,,,,,,
