nuance_found_t0,nuance_found_period,nuance_found,tls_found_t0,tls_found_period,tls_found,delta,found_duration,found_period,found_t0,planet_period,planet_radius,star_amplitude,star_mass,star_period,star_radius,tau,transit_depth,transit_duration,transit_t0
1.5149884156124782,0.39977997799779974,True,2.8515598690457544,1.964086408640864,False,5.93598824116153,0.02854787455911481,0.39977997799779974,1.5149884156124782,0.2,2.038679461135853,0.00775,0.514858,0.1400778,0.517266,2.4533840463313186,0.001305595578215551,0.02854787455911481,0.10976270078546496
1.6107541006528086,0.21010101010101012,False,2.5674541241341657,1.4037703770377037,False,5.93598824116153,0.01,0.21010101010101012,1.6107541006528086,0.7157894736842105,2.038679461135853,0.00775,0.514858,0.1400778,0.517266,1.6039116169083834,0.001305595578215551,0.04366755578153573,0.2984999612607898
1.6107541006528086,0.21010101010101012,False,2.280953535614791,1.1236123612361237,False,5.93598824116153,0.01,0.21010101010101012,1.6107541006528086,1.231578947368421,2.038679461135853,0.00775,0.514858,0.1400778,0.517266,1.338509475358852,0.001305595578215551,0.0523260397400046,0.5369621426380468
1.6107541006528086,0.21010101010101012,False,2.2808138506041304,1.1236123612361237,False,5.93598824116153,0.01,0.21010101010101012,1.6107541006528086,1.7473684210526317,2.038679461135853,0.00775,0.514858,0.1400778,0.517266,1.1911890919936567,0.001305595578215551,0.058797465885771366,0.9624468613408372
1.6107541006528086,0.21010101010101012,False,2.278024178042062,1.1236123612361237,False,5.93598824116153,0.01,0.21010101010101012,1.6107541006528086,2.2631578947368425,2.038679461135853,0.00775,0.514858,0.1400778,0.517266,1.0927913546346195,0.001305595578215551,0.06409174057148162,2.1885412146099004
1.6107541006528086,0.21010101010101012,False,2.276066311172967,1.1236123612361237,False,5.93598824116153,0.01,0.21010101010101012,1.6107541006528086,2.7789473684210533,2.038679461135853,0.00775,0.514858,0.1400778,0.517266,1.0205056845310716,0.001305595578215551,0.06863156282385952,0.6169073386072762
1.6107541006528086,0.21010101010101012,False,2.2781752343426973,1.1236123612361237,False,5.93598824116153,0.01,0.21010101010101012,1.6107541006528086,3.2947368421052636,2.038679461135853,0.00775,0.514858,0.1400778,0.517266,0.9642033246997849,0.001305595578215551,0.07263913969785094,2.9417392357838796
1.6107541006528086,0.21010101010101012,False,2.276790840442521,1.1236123612361237,False,5.93598824116153,0.01,0.21010101010101012,1.6107541006528086,3.810526315789474,2.038679461135853,0.00775,0.514858,0.1400778,0.517266,0.9185734324408612,0.001305595578215551,0.07624746974652914,0.2907747447723421
1.6107541006528086,0.21010101010101012,False,1.7240145260175797,1.1236123612361237,False,5.93598824116153,0.01,0.21010101010101012,1.6107541006528086,4.326315789473685,2.038679461135853,0.00775,0.514858,0.1400778,0.517266,0.8805137249188606,0.001305595578215551,0.07954322348178512,3.7787314162888057
1.6107541006528086,0.21010101010101012,False,2.015176332418557,3.3648764876487647,False,5.93598824116153,0.01,0.21010101010101012,1.6107541006528086,4.842105263157896,2.038679461135853,0.00775,0.514858,0.1400778,0.517266,0.8480682283041951,0.001305595578215551,0.08258639772421425,0.050232745130757685
