snr,relative_duration,relative_depth
2.075862015017813,2.489362067991249,1.665168283699602
1.0067800984512425,1.6948902302385804,1.1779030040010894
1.057891290028936,7.294042821496201,3.2116203740938873
43.148308894299724,5.6185049722344065,0.7842281562265703
42.06197978885437,7.998243484865217,1.1369151040119694
34.302751294029434,8.31270173114085,0.9617036184493434
0.5335570092448859,0.5770415226936327,1.792443644111621
48.92207663885368,9.27199159976623,0.4908407847102483
0.6014116025103832,5.414905550375922,4.993374636177682
2.4048694897546037,6.183544656526406,1.7139978777343223
0.17865580701530168,2.5235187427170866,1.1336683243384917
7.684288483411638,5.031483774421406,0.7632760626252633
5.099597156306774,8.085984024965484,1.7898815400967278
1.2490017780170097,2.098349176017189,4.46083275685874
18.87983124141157,6.66855441677423,0.528505766863493
1.2950553064556765,1.3711034655958398,1.7471823584269845
15.910668413865295,6.6651635110582435,1.3311699009889226
2.4928922687236432,9.688519583828933,2.9750985037878017
0.28589297718898427,1.1573269696234,2.3324524337581445
0.0,3.6107593606436876,2.5955160543316382
0.0,3.6515508543745976,1.6390432306445324
22.962642040130604,5.992774353922076,3.477760228780406
1.0178004805389727,2.1840187026868954,2.398170709708661
0.0,1.753636066311545,2.8440195472217003
1.612566380571093,5.744853436418064,3.9706703331738127
1.995135189068142,3.101873512514053,3.75745280471296
10.660596487522358,5.251046238947554,1.5528576980173014
11.393472932062675,6.413113644269762,1.1927619429182026
44.92438273084555,6.740200521881748,0.2773055079113332
36.70016484796656,8.936334085050781,0.5616307817012196
0.0,1.3081785249633104,4.617582587650476
0.0,9.141540781004744,4.28913571690425
2.5392990205385826,4.796905650057024,2.011187560506095
37.74194310454276,8.913184638490105,3.0949223987961583
1.0209198319017507,1.4214517269178435,2.0194660417927737
25.055975163621564,9.762536850464215,1.368554835655472
50.739299348761485,6.178306032619803,0.9546116617604337
0.5711911205811565,1.3848513606538517,0.4760236173517555
2.1264306557411827,4.9375675850061915,4.518101594892255
0.0,5.613096587403749,4.81516249474707
0.0,5.976744390019502,3.723469569544506
0.08580484409090014,2.933190620899283,2.0941637550643484
6.212481749428402,5.0761072217414025,1.7199439688530092
4.762039642508693,3.6746397907762685,2.002997700590583
0.0,0.9676631929620017,4.459499254105044
0.10249263871378039,4.5454838025082465,4.321664992824787
48.10828929019558,6.463785251753119,0.3243040632007555
1.720739331648052,8.12613466215723,4.583773075903157
41.9036828740263,9.8665009630505,0.33504103703943183
34.27014977830051,6.951300475093474,1.0556481357668563
0.3454789095267616,3.320377121781303,4.4560590289260285
2.753643379657798,3.208270502035793,1.4099890895783815
0.0,4.120213112341733,4.445976255575097
0.0,1.7007760774124698,4.063743805367178
0.0,5.029691066564412,4.3903241966718
0.0,2.507481804615837,3.5429333736327524
41.9496886759102,9.30705324013162,0.13771923447809264
47.48017365280927,9.851397595794664,0.21741078710892212
12.151438873767342,4.609466782670281,0.4821158816509183
3.471581298972084,7.078620214040227,2.923308521285635
0.0,5.08053111272038,3.807310276669237
32.66193037763627,8.657226037914135,1.378072292122543
45.93128240796592,9.560929725938244,1.1984441560598187
0.32109866276357263,1.1595884286892773,1.6341075298216252
0.0,6.382365933748007,4.37787444747807
10.279921032557269,9.784828088941794,3.0849569089603253
24.502654855659625,9.631569599009248,3.3872027463204075
5.492972971890802,7.642709954337092,1.2187688516050192
50.42944020647402,9.104598741528305,0.317228028931179
0.0,0.804767619756267,4.98781735374329
0.0,1.4039787829330264,1.9791942200144215
8.671752250024833,9.298532700395706,2.908792492025594
