snr,relative_duration,relative_depth
5.442212929939511,1.2826135488037496,1.665168283699602
8.544132139482478,0.889390113956469,1.1779030040010894
7.45954175553352,3.6606878611445843,3.2116203740938873
10.354150818072934,2.8313812488836962,0.7842281562265702
9.138761162067233,4.009231623822178,1.1369151040119694
9.91965466482866,4.1648725739990065,0.9617036184493434
8.58356849082494,0.33611146072715153,1.7924436441116212
13.68561704693526,4.639672609985306,0.4908407847102483
3.715360045640213,2.73060981786283,4.993374636177681
8.047418469607669,3.111047355250444,1.7139978777343223
6.681697013941929,1.299519377708457,1.1336683243384917
8.836966519438601,2.540835403501504,0.7632760626252632
8.261968390798902,4.052658759831401,1.789881540096728
2.259290216049491,1.0890819154024471,4.460832756858739
10.317205374435154,3.35110269113068,0.528505766863493
5.981846521262133,0.7291320183252137,1.7471823584269845
9.354663057557259,3.349424364059131,1.3311699009889228
8.145866779649403,4.845832925329471,2.9750985037878017
3.1406211501760866,0.6233234496115818,2.3324524337581445
4.725783073116427,1.8376485724398053,2.5955160543316387
7.06932352753824,1.8578383016601545,1.6390432306445326
6.542194368937266,3.016625690325068,3.477760228780406
4.07716783060419,1.1314840043601806,2.398170709708661
3.894984437423722,0.9184663358511687,2.8440195472217003
5.447133883547233,2.893917357419042,3.9706703331738127
3.6896854675419988,1.5857757789210971,3.75745280471296
7.807184408608146,2.6495077344285876,1.5528576980173014
7.589030502462268,3.2246724097900845,1.1927619429182026
17.66353715073616,3.386563894668744,0.27730550791133324
10.795765044755885,4.473539092600891,0.5616307817012196
1.5471971629140238,0.6979873507394163,4.6175825876504755
7.704681102287621,4.57510604312356,4.289135716904249
4.666549986452855,2.424731079321153,2.011187560506095
8.236735420947568,4.462081285717324,3.0949223987961583
3.511318310006186,0.7540518648381246,2.0194660417927732
9.712711653147348,4.882467734068147,1.3685548356554722
9.323750324093302,3.1084545009936404,0.9546116617604337
16.097190972750646,0.7359365320407952,0.4760236173517556
4.842617205830225,2.4943516329828626,4.518101594892255
5.6738555944385,2.82870437154327,4.81516249474707
7.0692437858926995,3.008691667787431,3.723469569544506
4.558542013972452,1.502286266909746,2.0941637550643484
8.091061373773542,2.5629217562154416,1.7199439688530094
5.9042958091381985,1.8692661590710826,2.002997700590583
2.5772682451637468,0.5294494591428089,4.459499254105044
4.704555513793922,2.300289962857617,4.321664992824787
14.76773759614334,3.249752296322251,0.3243040632007555
4.194049021899465,4.072531297431357,4.5837730759031565
14.136861004117135,4.9339247190856,0.33504103703943183
