t0,period,true_t0,true_period,found,radius,tau,delta
1.4177457212272269,1.2002500312539066,0.21952540157092992,0.4,False,1.2554967907755645,16.392591690808175,3.484685847830684
4.395877810985619,4.4213526690836344,0.6116322735637753,1.4666666666666668,False,1.2554967907755645,10.630584519414796,3.484685847830684
3.9274439452802636,6.866608326040754,1.1045204187597428,2.533333333333333,False,1.2554967907755645,8.860063601600807,3.484685847830684
4.395877810985619,4.4213526690836344,1.982872449268472,3.6,False,1.2554967907755645,7.880736107430961,3.484685847830684
3.92814398294943,6.865270658832353,4.512805915397158,4.666666666666667,False,1.2554967907755645,7.227676262218547,3.484685847830684
4.395151060618251,4.424028003500437,1.2727608475811731,5.733333333333333,False,1.2554967907755645,6.748364848864227,3.484685847830684
3.926759542975266,6.866608326040754,6.071449029764811,6.800000000000001,False,1.2554967907755645,6.375261173402541,3.484685847830684
4.395877810985619,4.4213526690836344,0.6002918764084632,7.866666666666667,False,1.2554967907755645,6.073010554516413,3.484685847830684
3.9274439452802636,6.866608326040754,7.8026359982735585,8.933333333333334,False,1.2554967907755645,5.820984446718381,3.484685847830684
4.395877810985619,4.4213526690836344,0.10374153885699955,10.0,False,1.2554967907755645,5.606187498994853,3.484685847830684
1.1057751976715324,0.8002875359419928,0.3085282573066984,0.4,True,1.4980326546800133,16.392591690808175,2.4476667298023966
4.395151060618251,4.424028003500437,0.26439554368592816,1.4666666666666668,False,1.4980326546800133,10.630584519414796,2.4476667298023966
4.395877810985619,4.4213526690836344,0.39054586736183666,2.533333333333333,False,1.4980326546800133,8.860063601600807,2.4476667298023966
3.92814398294943,6.865270658832353,2.799728678065753,3.6,False,1.4980326546800133,7.880736107430961,2.4476667298023966
3.9801956927421682,6.8478809851231395,2.398402270939221,4.666666666666667,False,1.4980326546800133,7.227676262218547,2.4476667298023966
4.395437129966075,4.4213526690836344,4.866554797673184,5.733333333333333,False,1.4980326546800133,6.748364848864227,2.4476667298023966
4.395877810985619,4.4213526690836344,1.5183793382440645,6.800000000000001,False,1.4980326546800133,6.375261173402541,2.4476667298023966
4.395877810985619,4.4213526690836344,2.31803135447193,7.866666666666667,False,1.4980326546800133,6.073010554516413,2.4476667298023966
4.395877810985619,4.4213526690836344,5.810009892873686,8.933333333333334,False,1.4980326546800133,5.820984446718381,2.4476667298023966
3.92814398294943,6.865270658832353,0.9753360174945158,10.0,False,1.4980326546800133,5.606187498994853,2.4476667298023966
0.6314160181358054,0.8002875359419928,0.2352523204309097,0.4,True,1.7405685185844622,16.392591690808175,1.8130617552467139
1.542735757997135,1.4664458057257157,0.07146315852005336,1.4666666666666668,True,1.7405685185844622,10.630584519414796,1.8130617552467139
1.5480330184658924,4.030753844230528,0.5281000279757346,2.533333333333333,False,1.7405685185844622,8.860063601600807,1.8130617552467139
4.398521897102881,4.4213526690836344,1.8622723818477214,3.6,False,1.7405685185844622,7.880736107430961,1.8130617552467139
3.92814398294943,6.865270658832353,4.480080748900953,4.666666666666667,False,1.7405685185844622,7.227676262218547,1.8130617552467139
4.398521897102881,4.4213526690836344,4.9887117166626815,5.733333333333333,False,1.7405685185844622,6.748364848864227,1.8130617552467139
1.538737010705927,4.03209151143893,2.0939576778498017,6.800000000000001,False,1.7405685185844622,6.375261173402541,1.8130617552467139
4.398521897102881,4.4213526690836344,3.3490084294153135,7.866666666666667,False,1.7405685185844622,6.073010554516413,1.8130617552467139
3.9274439452802636,6.866608326040754,6.512522764449464,8.933333333333334,False,1.7405685185844622,5.820984446718381,1.8130617552467139
4.395877810985619,4.4213526690836344,8.637599855700829,10.0,False,1.7405685185844622,5.606187498994853,1.8130617552467139
0.6535734283300909,0.8002875359419928,0.257657414427334,0.4,True,1.9831043824889107,16.392591690808175,1.3967018129646802
1.1535942851892376,0.7334041755219401,0.4195456051020896,1.4666666666666668,True,1.9831043824889107,10.630584519414796,1.3967018129646802
4.395877810985619,4.4213526690836344,2.1758528104757007,2.533333333333333,False,1.9831043824889107,8.860063601600807,1.3967018129646802
0.9088507659549355,3.60002500312539,0.8946364587758278,3.6,True,1.9831043824889107,7.880736107430961,1.3967018129646802
4.398521897102881,4.4213526690836344,0.17995451077991173,4.666666666666667,False,1.9831043824889107,7.227676262218547,1.3967018129646802
2.6197159758952737,5.738954869358669,2.6261817031514525,5.733333333333333,True,1.9831043824889107,6.748364848864227,1.3967018129646802
4.395877810985619,4.4213526690836344,4.953848902850935,6.800000000000001,False,1.9831043824889107,6.375261173402541,1.3967018129646802
3.978148085550364,6.8478809851231395,7.430039942477481,7.866666666666667,False,1.9831043824889107,6.073010554516413,1.3967018129646802
4.395877810985619,4.4213526690836344,3.4373065343495774,8.933333333333334,False,1.9831043824889107,5.820984446718381,1.3967018129646802
4.395877810985619,4.4213526690836344,5.468891561453547,10.0,False,1.9831043824889107,5.606187498994853,1.3967018129646802
0.5597022496575261,0.8002875359419928,0.16307481123211445,0.4,True,2.2256402463933598,16.392591690808175,1.1088809262074373
1.8345456982470023,1.4664458057257157,0.36802131482591227,1.4666666666666668,True,2.2256402463933598,10.630584519414796,1.1088809262074373
0.9544614633052608,5.067445930741342,0.9488349677466515,2.533333333333333,True,2.2256402463933598,8.860063601600807,1.1088809262074373
4.012158207442532,7.198349793724215,0.41419643900320424,3.6,True,2.2256402463933598,7.880736107430961,1.1088809262074373
0.962310904567149,0.49128641080135016,3.895930027106364,4.666666666666667,False,2.2256402463933598,7.227676262218547,1.1088809262074373
1.538737010705927,4.03209151143893,5.670332677260108,5.733333333333333,False,2.2256402463933598,6.748364848864227,1.1088809262074373
