period,radius,epoch,duration_found,period_found,epoch_found,found,snr,sde,run
1.0,0.5,1411.0708862326005,0.05122571751588889,15.570548398870054,1413.5947086931117,False,4.7957330184554525,9.470196215301744,2
1.0,0.5,1411.237552899267,0.051084640131193654,15.37238990827878,1413.9947469808153,False,5.863722154323899,9.880942076081068,2
1.0,0.5,1411.4042195659338,0.0684534177757991,15.37238990827878,1413.9947896103024,False,6.168615567066255,9.76029084591452,2
1.0,0.5,1411.5708862326005,0.0684534177757991,15.37238990827878,1413.9947896103024,False,6.214857549944772,10.159840329406498,2
1.0,0.5,1411.737552899267,0.051084640131193654,15.37238990827878,1413.9933982889477,False,6.299243140614966,10.297962604157368,2
1.0,0.51,1411.0708862326005,0.05122571751588889,15.570548398870054,1413.5947086931117,False,4.797336367714566,9.467789472244682,2
1.0,0.51,1411.237552899267,0.051084640131193654,15.37238990827878,1413.9947469808153,False,5.861739644986817,9.869148017982802,2
1.0,0.51,1411.4042195659338,0.0684534177757991,15.37238990827878,1413.9947896103024,False,6.167927755975831,9.727471436851094,2
1.0,0.51,1411.5708862326005,0.0618124145587439,15.37238990827878,1413.99737997654,False,6.6316315047877765,10.258016620838493,2
1.0,0.51,1411.737552899267,0.051084640131193654,15.37238990827878,1413.9933982889477,False,6.308840641536225,10.301416175807498,2
1.0,0.53,1411.0708862326005,0.05122571751588889,15.570548398870054,1413.5947086931117,False,4.80027573917645,9.332787617044449,2
1.0,0.53,1411.237552899267,0.051084640131193654,15.37238990827878,1413.9947469808153,False,5.857640456865346,9.8267246108833,2
1.0,0.53,1411.4042195659338,0.0684534177757991,15.37238990827878,1413.9947896103024,False,6.167160189780981,9.615959694540324,2
1.0,0.53,1411.5708862326005,0.0618124145587439,15.37238990827878,1413.99737997654,False,6.633560870337057,10.243922476341634,2
1.0,0.53,1411.737552899267,0.051084640131193654,15.37238990827878,1413.9933982889477,False,6.328637901685445,10.265725782871192,2
1.0,0.54,1411.0708862326005,0.05122571751588889,15.570548398870054,1413.5947086931117,False,4.801786214446004,9.321817348786965,2
1.0,0.54,1411.237552899267,0.051084640131193654,15.37238990827878,1413.9947469808153,False,5.855553684033093,9.784851287390925,2
1.0,0.54,1411.4042195659338,0.0684534177757991,15.37238990827878,1413.9947896103024,False,6.166576612359774,9.579341092981775,2
1.0,0.54,1411.5708862326005,0.0618124145587439,15.37238990827878,1413.99737997654,False,6.634512040943491,10.236105065655778,2
1.0,0.54,1411.737552899267,0.051081245126199076,15.37238990827878,1413.9944758581366,False,6.1835079733767335,10.15622381597537,2
1.0,0.56,1411.0708862326005,0.05122571751588889,15.570548398870054,1413.5947086931117,False,4.805193619519369,9.285554101624417,2
1.0,0.56,1411.237552899267,0.051084640131193654,15.37238990827878,1413.9947469808153,False,5.851122531610063,9.676805575968789,2
1.0,0.56,1411.4042195659338,0.0684534177757991,15.37238990827878,1413.9947896103024,False,6.164572002347451,9.486676971740158,2
1.0,0.56,1411.5708862326005,0.0618124145587439,15.37238990827878,1413.99737997654,False,6.636397035339902,10.207562753832159,2
1.0,0.56,1411.737552899267,0.051081245126199076,15.37238990827878,1413.9944758581366,False,6.204157338611252,10.058081760749145,2
1.0,0.58,1411.0708862326005,0.34823139281003496,15.570548398870054,1416.627671811754,False,1.0273405860809657,9.24138023418996,2
1.0,0.58,1411.237552899267,0.051084640131193654,15.37238990827878,1413.9947469808153,False,5.846670897726974,9.604051542602173,2
1.0,0.58,1411.4042195659338,0.34839724569474106,15.37238990827878,1415.8104945853756,False,0.5298159223591796,9.367921034017126,2
1.0,0.58,1411.5708862326005,0.34839724569474106,15.37238990827878,1415.8195718749582,False,0.6695339195501492,10.157033622568093,2
1.0,0.58,1411.737552899267,0.051081245126199076,15.37238990827878,1413.9944758581366,False,6.225716346787297,9.978705634405866,2
1.0,0.6,1411.0708862326005,0.34823139281003496,15.570548398870054,1416.627671811754,False,1.0359879861670376,9.209015250891266,2
1.0,0.6,1411.237552899267,0.34839724569474106,15.37238990827878,1415.8195718749582,False,0.6486663356477957,9.496489106861718,2
1.0,0.6,1411.4042195659338,0.34839724569474106,15.37238990827878,1415.8104945853756,False,0.5368201417211476,9.129316382532815,2
1.0,0.6,1411.5708862326005,0.34839724569474106,15.37238990827878,1415.8195718749582,False,0.6722130802648362,10.087899296112978,2
1.0,0.6,1411.737552899267,0.051081245126199076,15.37238990827878,1413.9944758581366,False,6.248198559474886,9.89914923587772,2
1.0,0.63,1411.0708862326005,0.34823139281003496,15.570548398870054,1416.627671811754,False,1.0489520257477656,9.090447053583656,2
1.0,0.63,1411.237552899267,0.34839724569474106,15.37238990827878,1415.8195718749582,False,0.6496503336260859,9.329604259481238,2
1.0,0.63,1411.4042195659338,0.34839724569474106,15.37238990827878,1415.8104945853756,False,0.5467163471814178,8.739288730353506,2
1.0,0.63,1411.5708862326005,0.34823139281003496,15.570548398870054,1413.7222727600606,False,1.0626308891981346,9.928598800184735,2
1.0,0.63,1411.737552899267,0.051081245126199076,15.37238990827878,1413.9944758581366,False,6.282664998777613,10.018964704597815,2
1.0,0.65,1411.0708862326005,0.34823139281003496,15.570548398870054,1416.627671811754,False,1.0579082421467056,8.961892274246607,2
1.0,0.65,1411.237552899267,0.34839724569474106,15.37238990827878,1415.8195718749582,False,0.6502792124751733,9.18549591825626,2
1.0,0.65,1411.4042195659338,0.34839724569474106,15.37238990827878,1415.8104945853756,False,0.5535362852301318,8.554989947158166,2
1.0,0.65,1411.5708862326005,0.34823139281003496,15.570548398870054,1413.7222727600606,False,1.074818222037571,9.860228348554818,2
