period,radius,epoch,duration_found,period_found,epoch_found,found,snr,sde,run
1.0,0.5,1411.0708862326005,0.06852752902720448,17.776986236953764,1426.9577832908824,False,5.981493849275346,9.551471340223936,2
1.0,0.5,1411.237552899267,0.06852752902720448,17.776986236953764,1426.9577832908824,False,6.015469866339976,9.784671986984673,2
1.0,0.5,1411.4042195659338,0.051084640131193654,15.37238990827878,1413.9947469808153,False,5.9184867387806435,9.468781713779665,2
1.0,0.5,1411.5708862326005,0.051084640131193654,15.37238990827878,1413.9947469808153,False,6.038927248176917,10.044825499152077,2
1.0,0.5,1411.737552899267,0.06852752902720448,17.776986236953764,1426.9577832908824,False,6.295952021181707,9.962834643710838,2
1.0,0.51,1411.0708862326005,0.06852752902720448,17.776986236953764,1426.9577832908824,False,5.980240290174549,9.521897684072663,2
1.0,0.51,1411.237552899267,0.06852752902720448,17.776986236953764,1426.9577832908824,False,6.01496507012634,9.771519043302943,2
1.0,0.51,1411.4042195659338,0.051084640131193654,15.37238990827878,1413.9947469808153,False,5.914207386691638,9.404681718293663,2
1.0,0.51,1411.5708862326005,0.051084640131193654,15.37238990827878,1413.9947469808153,False,6.0394641913981975,10.049443014179143,2
1.0,0.51,1411.737552899267,0.06852752902720448,17.776986236953764,1426.9577832908824,False,6.3079426345009235,9.946036394591678,2
1.0,0.53,1411.0708862326005,0.06852752902720448,17.776986236953764,1426.9577832908824,False,5.977589580561966,9.467849295222154,2
1.0,0.53,1411.237552899267,0.06852752902720448,17.776986236953764,1426.9577832908824,False,6.014491850843545,9.7459161737515,2
1.0,0.53,1411.4042195659338,0.06852752902720448,17.776986236953764,1426.9577832908824,False,5.973037237106961,9.270526550387974,2
1.0,0.53,1411.5708862326005,0.051084640131193654,15.37238990827878,1413.9947469808153,False,6.040019377618649,10.04915691017819,2
1.0,0.53,1411.737552899267,0.06852752902720448,17.776986236953764,1426.9577832908824,False,6.332365827399876,9.906733921350977,2
1.0,0.54,1411.0708862326005,0.06852752902720448,17.776986236953764,1426.9577832908824,False,5.976272076895657,9.420726555625974,2
1.0,0.54,1411.237552899267,0.06852752902720448,17.776986236953764,1426.9577832908824,False,6.014193241461051,9.715617027826099,2
1.0,0.54,1411.4042195659338,0.06852752902720448,17.776986236953764,1426.9577832908824,False,5.97136916659159,9.238594559197255,2
1.0,0.54,1411.5708862326005,0.051084640131193654,15.37238990827878,1413.9947469808153,False,6.0403872597853425,10.043021022932727,2
1.0,0.54,1411.737552899267,0.06852297479519515,17.776986236953764,1426.9579344815581,False,6.251902137813556,9.916629735995365,2
1.0,0.56,1411.0708862326005,0.10244309506251104,22.66704129868464,1422.0587584889308,False,5.5424765636760425,9.3877171084859,2
1.0,0.56,1411.237552899267,0.06852752902720448,17.776986236953764,1426.9577832908824,False,6.01385970389568,9.701709152958546,2
1.0,0.56,1411.4042195659338,0.051084640131193654,15.37238990827878,1413.9947469808153,False,5.89292733953765,9.150598654987911,2
1.0,0.56,1411.5708862326005,0.051084640131193654,15.37238990827878,1413.9947469808153,False,6.0414208936084215,10.015211946831803,2
1.0,0.56,1411.737552899267,0.06852297479519515,17.776986236953764,1426.9579344815581,False,6.276940180463226,9.891868289058307,2
1.0,0.58,1411.0708862326005,0.10244309506251104,22.66704129868464,1422.0587584889308,False,5.548808371828204,9.496678385775203,2
1.0,0.58,1411.237552899267,0.06852752902720448,17.776986236953764,1426.9577832908824,False,6.013280411438791,9.666056966031789,2
1.0,0.58,1411.4042195659338,0.051084640131193654,15.37238990827878,1413.9947469808153,False,5.883970945670292,9.06063709509511,2
1.0,0.58,1411.5708862326005,0.34839724569474106,15.37238990827878,1415.8195718749582,False,0.6013999378688242,9.945916769546624,2
1.0,0.58,1411.737552899267,0.06852297479519515,17.776986236953764,1426.9579344815581,False,6.303035420905315,9.813189129021627,2
1.0,0.6,1411.0708862326005,0.6967636980354679,22.66704129868464,1432.072171035594,False,0.35743646153324404,9.589417731802897,2
1.0,0.6,1411.237552899267,0.4643330846153682,17.776986236953764,1426.7917121373123,False,1.2399288442712366,9.62224294360766,2
1.0,0.6,1411.4042195659338,0.34839724569474106,15.37238990827878,1415.8104945853756,False,0.4938443774986471,8.902185779975179,2
1.0,0.6,1411.5708862326005,0.34839724569474106,15.37238990827878,1415.8195718749582,False,0.6031899894308922,9.85805092991597,2
1.0,0.6,1411.737552899267,0.06852297479519515,17.776986236953764,1426.9579344815581,False,6.329917531685247,9.747971868439459,2
1.0,0.63,1411.0708862326005,0.6967636980354679,22.66704129868464,1432.072171035594,False,0.3692235280148678,9.701223388101726,2
1.0,0.63,1411.237552899267,0.4643330846153682,17.776986236953764,1426.7917121373123,False,1.2393094633351287,9.483485522200029,2
1.0,0.63,1411.4042195659338,0.4643330846153682,17.776986236953764,1426.7917121373123,False,1.328899717376788,8.641217008438813,2
1.0,0.63,1411.5708862326005,0.3483740917606872,15.37238990827878,1415.8181210625885,False,0.5286478295361137,9.701908020100724,2
1.0,0.63,1411.737552899267,0.06852297479519515,17.776986236953764,1426.9579344815581,False,6.371988077740559,9.641403911407243,2
1.0,0.65,1411.0708862326005,0.6967636980354679,22.66704129868464,1432.072171035594,False,0.3765547317079682,9.77423386832875,2
1.0,0.65,1411.237552899267,0.4643330846153682,17.776986236953764,1426.7917121373123,False,1.2383854286543665,9.34630457002292,2
1.0,0.65,1411.4042195659338,0.4643330846153682,17.776986236953764,1426.7917121373123,False,1.3336527985405595,8.455398735484012,2
