#time,flux,flux_err
1410.9042195659338,0.9952598810195923,0.0024626416
1410.9056084848735,1.001597285270691,0.002462415
1410.9069974038132,0.997445285320282,0.0024593899
1410.9083863227522,0.9965218305587769,0.0024598464
1410.9097752418077,0.9909253120422363,0.002457278
1410.9111641607474,0.9991956353187561,0.0024636497
1410.9125530798035,0.9938651919364929,0.002459129
1410.9139419987425,0.9990911483764648,0.0024609065
1410.9153309176822,0.9956345558166504,0.0024635307
1410.916719836739,0.9978388547897339,0.0024643135
1410.918108755679,0.9974148869514465,0.0024640046
1410.9194976747344,0.997780442237854,0.002460354
1410.9208865936741,0.9947046637535095,0.0024613414
1410.9222755127303,0.9945573210716248,0.0024595617
1410.9236644316693,0.9961444735527039,0.0024618718
1410.9250533507254,0.9985998272895813,0.0024604946
1410.9264422697815,0.9961344599723816,0.0024599985
1410.9278311887206,0.9967387914657593,0.0024614767
1410.929220107777,0.9984570145606995,0.0024613794
1410.9306090267166,1.0011998414993286,0.0024635931
1410.931997945772,0.9975767731666565,0.0024585924
1410.9333868648275,0.9945774674415588,0.0024610034
1410.934775783768,0.9959264397621155,0.0024605389
1410.9361647028247,0.9977098703384399,0.0024621934
1410.9375536218802,0.9950096011161804,0.0024591594
1410.9389425409363,0.9981249570846558,0.002461535
1410.940331459876,0.9966256022453308,0.002460306
1410.9417203789314,0.9963752031326294,0.0024611966
1410.9431092979876,0.9965827465057373,0.0024625543
1410.944498217044,0.9993996024131775,0.0024654695
1410.9458871360994,0.9978237748146057,0.0024607747
1410.9472760551548,0.9989140033721924,0.0024604753
1410.9486649740945,0.997831404209137,0.0024623927
1410.9500538931507,0.9936344027519226,0.0024617596
1410.951442812206,0.9997193217277527,0.00246544
1410.952831731263,0.9987093210220337,0.002463518
1410.9542206503197,0.9972392320632935,0.0024595894
1410.9556095693752,0.9997028708457947,0.0024614478
1410.9569984884315,0.9926871061325073,0.0024590818
1410.9583874074876,1.0001081228256226,0.0024646565
1410.959776326543,0.9983590245246887,0.002467425
1410.9625541646546,1.0044232606887817,0.0024641405
1410.9639430837108,0.9990890622138977,0.0024608735
1410.9653320027662,0.9970825910568237,0.002461228
1410.9667209218223,0.9952873587608337,0.0024632332
1410.9819990316714,1.0002191066741943,0.0024612653
1410.9833879508435,1.0008115768432617,0.0024633214
1410.9847768698996,1.0048913955688477,0.0024667713
1410.9861657889558,0.9975817203521729,0.0024614357
1410.9875547081283,0.9969330430030823,0.0024607198
1410.9889436271844,0.9964793920516968,0.0024632295
1410.9903325462406,1.002847671508789,0.002462502
1410.991721465413,1.0015698671340942,0.0024623005
1410.9931103844685,0.9968349933624268,0.0024586893
1410.9944993035247,0.9963162541389465,0.0024632514
1411.0028328182088,0.9987565875053406,0.0024617412
1411.0042217373814,0.9994017481803894,0.002457828
1411.0056106564382,1.000779628753662,0.0024641086
1411.0069995756107,0.9989219307899475,0.002460064
1411.008388494667,0.999671459197998,0.0024629661
1411.0097774138396,1.002598762512207,0.0024648895
1411.011166332895,1.003904938697815,0.0024673783
1411.0125552520676,1.002326488494873,0.0024630476
1411.0139441711237,1.0043014287948608,0.0024632218
1411.0153330902956,0.9948060512542725,0.0024577663
1411.0167220094675,0.9972426295280457,0.0024611452
