,Unnamed: 0,Name,ra_epoch2000,dec_epoch2000,RA,DEC,Tmag,parallax,parallax_error,distL1350,MG,bp_rp,LS_Period,Log10_LS_Prob,Amplitude,Duration,flares,flarerate,teff_val,BC,L,Lergs,MeanAmp,MeanEnergy,MeanFlareDuration,MinAmp,MinEnergy,MinFlareDuration,MaxAmp,MaxEnergy,MaxFlareDuration,star_radius,star_mass,star_logg
67,71,168750720,62.6598000541842,-30.5936833032183,04:10:38.35,-30:35:37.3,13.54,17.9577,0.0484,55.68721101297314,11.234162661853658,2.924472,0.77453109,-348.85749,0.01209,46.395378,3,0.0646616134908955,3858.2,-0.45658,0.0038456250712031,1.3844250256331456e+31,0.081,9e+32,18.0,0.063,5.1e+32,8.0,0.091,1.4e+33,24.0,0.278055,0.251792,4.95085
68,72,250131154,63.0573617426268,-1.5652236676355,04:12:13.77,-01:33:54.8,13.5,27.473,0.102,36.40036394374846,12.151523370494896,3.173146,0.6774666,-502.07289,0.01012,24.493626,1,0.0408269482027691,3488.199951171875,-0.72539,0.002116151022627,7.618143681457423e+30,0.21,4.8e+32,10.0,0.21,4.8e+32,10.0,0.21,4.8e+32,10.0,0.201929,0.170906,5.06043
69,73,25153167,63.0751063654504,-70.1663066071985,04:12:18.03,-70:09:58.7,13.55,31.8695,0.0459,31.37809192023155,12.541964345445436,3.323388,0.37317502,-274.61785,0.00893,223.64289,8,0.0357713138119436,3810.18,-0.4906,0.001189746012136,4.2830856436897874e+30,0.223,2.9e+32,9.7,0.045,6.3e+31,6.0,0.42,6.2999999999999995e+32,14.0,0.182652,0.152202,5.09724
70,74,139547745,64.004095397832,-20.3504161808905,04:16:00.98,-20:21:01.5,12.79,20.2313,0.0583,49.4291669131286,11.106094545721623,2.94375,0.65357416,-225.11741,0.00486,24.489459,0,0.0,3729.0,-0.54659,0.0047010857170076,1.6923908581227573e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289203,0.264347,4.93784
71,75,70991709,65.4244321061273,-13.0906453692339,04:21:41.86,-13:05:26.3,13.52,15.6943,0.0743,63.72018957861059,10.923914703838054,2.98521,0.72477649,-1605.07536,0.01988,24.48807,4,0.163344845061289,4337.7001953125,-0.19483,0.0040212967106508,1.447666815834291e+31,0.09,4.4999999999999996e+32,7.0,0.045,2.9e+32,6.0,0.129,7.4e+32,8.0,0.316745,0.295808,4.90766
72,76,33866201,65.6899460203873,-75.1285889403095,04:22:45.59,-75:07:42.9,13.75,18.7113,0.052,53.444450207116745,11.548276931187448,3.06309,0.25767551,-7931.50759,0.0146,296.34731700000003,0,0.0,4189.0,-0.26219,0.0024074941093902,8.66697879380499e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260542,0.232356,4.97247
73,77,435939517,66.0391464325561,15.087604270337,04:24:09.40,+15:05:15.4,12.06,43.3463,0.0914,23.07022321537744,11.71246301726499,3.129069,0.71283584,-2436.64192,0.01202,24.481125,3,0.1225433880183202,3655.0,-0.6009,0.0028273188641099,1.0178347910795916e+31,0.074,1.8999999999999998e+32,6.7,0.028,8.1e+31,6.0,0.134,3.2e+32,8.0,0.241101,0.211292,4.99855
74,78,59086175,66.1313601415752,13.9286298157348,04:24:31.53,+13:55:43.1,13.66,22.006,0.0769,45.44324335062555,11.827269399798068,3.108789,0.35789269,-327.22946,0.01197,24.492237,0,0.0,3717.10009765625,-0.55537,0.0024391596628583,8.780974786290034e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230678,0.200258,5.01365
75,79,37907855,66.4163713005184,-8.6855281613216,04:25:39.93,-08:41:07.9,13.86,29.9248,0.1014,33.417856780566524,12.814646032868495,3.525114,0.30597961,-1442.24576,0.02465,24.490848,1,0.0408315792086905,3476.0,-0.73478,0.0011589203590059,4.1721132924214715e+30,0.163,2.1e+32,8.0,0.163,2.1e+32,8.0,0.163,2.1e+32,8.0,0.176852,0.146734,5.10938
76,80,139703090,66.5125232913235,-21.8312852161229,04:26:03.01,-21:49:52.6,13.43,25.6524,0.0508,38.9830086160714,11.811710230538424,3.012856,0.3804544,-344.26298,0.0072,24.490848,0,0.0,3956.35,-0.39187,0.0021284522156608,7.6624279763791e+30,,,,,,,,,,0.221181,0.190379,5.02819
77,82,178879452,67.4403441899145,-27.6230177858032,04:29:45.68,-27:37:22.9,11.58,9.275,0.0588,107.82503326009872,10.75285099608974,2.868622,0.91685487,-7285.59132,0.03284,24.435288,5,0.2046221022645609,3904.36,-0.42536,0.0058210804199514,2.0955889511825215e+31,0.055,4.8e+32,11.6,0.015,1e+32,6.0,0.188,1.6e+33,20.0,0.761406,0.628,4.47279
78,83,245820477,67.6411402235474,14.7480670788693,04:30:33.87,+14:44:53.0,12.1,19.9994,0.4547,50.05233766391726,9.993402171259827,2.708855,0.32152777,-194.99145,0.00292,24.493626,0,0.0,3970.5,-0.36556,0.0110882530744004,3.991771106784144e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412296,0.405291,4.81542
79,84,245821931,67.7388850545896,12.3037887293759,04:30:57.33,+12:18:13.6,11.47,24.6475,0.075,40.57280620465065,9.800207767117053,2.661101,0.88860542,-3064.42244,0.00993,24.486681,4,0.163354110751065,3837.199951171875,-0.4668,0.0145424270818391,5.235273749462099e+31,0.047,7.3e+32,8.0,0.021,3.4e+32,6.0,0.119,1.4e+33,12.0,0.437361,0.432925,4.7928
80,85,373053873,67.8315121966328,10.9237761950483,04:31:19.56,+10:55:25.6,13.4,23.0683,0.065,43.350208928551126,11.699071025391197,3.190319,0.46500489,-794.59936,0.01919,24.493626,2,0.0816538964055383,3669.39990234375,-0.59027,0.0028345203740265,1.0204273346495712e+31,0.099,3e+32,6.0,0.082,2.5999999999999998e+32,6.0,0.116,3.5e+32,6.0,0.247658,0.21833,4.98948
81,86,259374524,68.1317170241816,-53.7143882223241,04:32:31.61,-53:42:51.8,13.45,26.0856,0.0439,38.335540837934445,11.933606026682837,3.019534,0.68713848,-888.59722,0.00962,43.175676,0,0.0,4072.89990234375,-0.32296,0.0017854248909009,6.427529607243593e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207284,0.176245,5.05105
82,87,220391763,68.2406932173306,-57.6961105599956,04:32:57.77,-57:41:46.0,11.63,47.6967,0.1076,20.966022796727657,11.401264731615672,3.059967,0.58815039,-1705.01218,0.0021,157.895964,4,0.0253331364441968,3620.39990234375,-0.62632,0.0038549798216455,1.3877927357924123e+31,0.031,1.2e+32,7.5,0.019,9.9e+31,6.0,0.051,1.4e+32,10.0,0.259946,0.231702,4.97323
83,88,138759938,68.3735726443018,-0.9942760675183,04:33:29.66,-00:59:39.4,13.06,25.7229,0.0692,38.876420094645425,11.51883966789577,3.095527,0.24997314,-1205.12396,0.01178,24.490848,1,0.0408315792086905,3648.42,-0.61745,0.0034311849821433,1.2352265935716196e+31,0.05,4.3e+32,14.0,0.05,4.3e+32,14.0,0.05,4.3e+32,14.0,0.261236,0.233119,4.97158
84,89,138767755,68.5056101199511,-1.1913366792076,04:34:01.35,-01:11:28.8,11.88,22.6933,0.0562,44.06640137045059,9.93614507088684,2.706731,0.84518621,-3953.67005,0.02061,24.481125,13,0.5310213480793876,3811.89990234375,-0.48559,0.0130550330614714,4.6998119021297345e+31,0.054,8.2e+32,8.3,0.023,3.2e+32,6.0,0.128,1.6e+33,14.0,0.424121,0.418422,4.8047
85,90,121548959,68.6427739371767,-19.5063611742428,04:34:34.27,-19:30:22.9,12.7,11.7255,0.044,85.28653571188727,9.352265630069716,2.548671,0.43681977,-5130.74113,0.03275,24.48807,6,0.2450172675919335,3768.5,-0.51761,0.023021719248705,8.287818929533828e+31,0.073,3.2e+33,10.3,0.036,8.6e+32,6.0,0.217,1.2e+34,20.0,0.491902,0.489995,4.7445
86,91,38842861,68.7387310413792,-65.4314475319461,04:34:57.30,-65:25:53.2,12.43,8.9737,0.0176,111.43757601375626,8.186396716198425,1.880816,0.51264418,-124.85175,0.00268,225.709722,0,0.0,4233.94,-0.24064,0.0522032225645515,1.8793160123238548e+32,,,,,,,,,,0.574338,0.566628,4.67303
87,92,262413434,69.3611392894551,2.9288470389482,04:37:26.67,+02:55:43.8,13.24,11.9979,0.0485,83.35055923817691,9.916216409699404,2.652593,0.8677557,-2998.71085,0.02791,24.483903,4,0.1633726452845365,3838.98,-0.47001,0.013107426801591,4.7186736485727865e+31,0.121,2.8e+33,12.5,0.069,1e+33,6.0,0.252,6.4e+33,22.0,0.408359,0.400885,4.819
88,93,56003070,69.7536536763649,-8.3717717262455,04:39:00.88,-08:22:18.4,13.01,12.4335,0.2653,80.49905457581552,9.789450100950566,2.660255,0.44430173,-4543.90804,0.03415,24.492237,1,0.0408292635744133,3684.0,-0.58787,0.0164198036828346,5.9111293258204865e+31,0.146,5.4e+33,16.0,0.146,5.4e+33,16.0,0.146,5.4e+33,16.0,0.432339,0.42745,4.7973
89,94,373259418,70.1691756774427,9.5636082392373,04:40:40.60,+09:33:49.0,13.48,23.7872,0.0738,42.04021289150006,11.771666466861983,3.011385,0.77224304,-230.68791,0.00714,24.48807,0,0.0,3974.10009765625,-0.36277,0.0021500146032221,7.740052571599736e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225123,0.194458,5.02205
90,95,245950135,70.5518669642523,14.1475955965158,04:42:12.45,+14:08:51.3,13.64,20.0466,0.0798,49.885322634651175,11.546916073127315,3.061005,0.39794516,-285.82974,0.01176,24.490848,0,0.0,3667.0,-0.59207,0.0032663413145927,1.1758828732534029e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254082,0.225292,4.98087
91,96,117880865,70.705584799532,-14.8741563980248,04:42:49.34,-14:52:27.0,11.84,28.274,0.0511,35.36841081123043,10.4442892682741,2.812919,0.49142453,-2789.03676,0.01448,24.467235,16,0.6539357634812433,3788.0,-0.50324,0.0083096032486854,2.991457169526761e+31,0.058,6.6e+32,10.2,0.015,1.5e+32,6.0,0.247,2.3e+33,28.0,0.355164,0.340173,4.86891
92,97,436573134,71.0350165304025,14.7149028214861,04:44:08.40,+14:42:53.7,13.93,21.8306,0.0797,45.808461808242384,12.18560445526585,3.242273,0.47349339,-264.97797,0.01246,24.490848,0,0.0,3776.39990234375,-0.5118,0.0016845279231376,6.06430052329565e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20903,0.177999,5.04807
93,98,1250913,72.1672459554915,-35.6561347707051,04:48:40.14,-35:39:22.1,12.34,49.8354,0.0474,20.066093497007387,12.301253842552216,3.23337,0.47522196,-2029.1404,0.0107,24.48807,1,0.0408362112653222,3516.800048828125,-0.70365,0.0018070012877702,6.505204635972757e+30,0.067,9.1e+31,6.0,0.067,9.1e+31,6.0,0.067,9.1e+31,6.0,0.199307,0.168314,5.06514
94,99,176379866,72.2023961044948,-4.3701357855475,04:48:48.58,-04:22:12.5,13.84,21.3907,0.0695,46.75025820918677,11.98361493053322,3.220603,0.40861983,-188.66517,0.01337,24.478347,1,0.0408524317430421,3770.199951171875,-0.51635,0.0020374831054123,7.334939179484415e+30,0.485,1.2e+33,10.0,0.485,1.2e+33,10.0,0.485,1.2e+33,10.0,0.223732,0.193016,5.0242
95,100,398795985,72.3524191966931,-18.6411392120949,04:49:24.58,-18:38:28.1,13.33,27.3991,0.057,36.49786083984452,11.544613945207525,2.902559,0.63909501,-139.91714,0.0038,24.490848,1,0.0408315792086905,3879.77,-0.44181,0.0028502202852323,1.026079302683658e+31,0.043,2e+32,8.0,0.043,2e+32,8.0,0.043,2e+32,8.0,0.234392,0.204168,5.00817
96,101,452793374,72.549462194086,4.0348953174736,04:50:11.87,+04:02:05.6,11.42,29.4938,0.0419,33.905566111059215,10.05604599970921,2.603353,0.97546745,-283.23958,0.00312,24.478347,10,0.4085243174304213,3942.5,-0.38726,0.0106778937744735,3.8440417588104646e+31,0.077,1.5000000000000002e+33,13.8,0.015,2.3e+32,6.0,0.31,6.900000000000001e+33,32.0,0.384671,0.374076,4.84085
97,102,627018,72.9423398187154,-24.0024339629484,04:51:46.16,-24:00:08.8,12.05,19.7598,0.0387,50.6081806462646,9.825258376041552,2.598852,0.84518697,-2910.48679,0.01467,24.479736,3,0.1225503412291701,3551.60009765625,-0.67742,0.0172530014026384,6.211080504949837e+31,0.03,5.5e+32,6.7,0.022,5.1999999999999996e+32,6.0,0.042,6.2e+32,8.0,0.416175,0.409615,4.81189
98,103,9358219,73.130256382608,-8.9658209927286,04:52:31.26,-08:57:57.0,11.52,5.6546,0.0911,176.93303992026088,10.50235930364755,2.571719,0.9009502,-2126.44825,0.01214,24.490848,0,0.0,3711.10009765625,-0.55976,0.0082977485163775,2.9871894658959347e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393309,0.383907,4.83283
99,104,220433364,73.3772718973832,-55.8587958424809,04:53:30.55,-55:51:31.7,9.38,90.1653,0.0379,11.090745019657788,10.500487395918512,2.822193,0.42773816,-22134.81486,0.07193,205.998423,597,2.8980804382177237,3741.800048828125,-0.53721,0.0081412114867205,2.930836135219387e+31,0.03,3.1e+32,10.2,0.004,4.3e+31,6.0,0.878,8.7e+33,64.0,0.351215,0.335612,4.87276
100,105,436674860,73.4197133174372,13.8596027791578,04:53:40.73,+13:51:34.6,12.58,25.1634,0.473,39.76796569386387,10.97539812258156,2.963907,0.76541403,-1185.67781,0.01121,24.495015,4,0.1632985323748526,3517.16,-0.73534,0.006309235679575,2.2713248446470107e+31,0.143,1.1000000000000001e+33,9.5,0.079,5.1999999999999996e+32,6.0,0.232,2.2000000000000002e+33,18.0,0.300908,0.277654,4.9247
101,106,146307240,73.4891937023379,-22.3712681424353,04:53:57.41,-22:22:16.6,13.78,15.0974,0.0678,66.23917686677316,11.044383365146636,3.016407,0.3919528,-2468.94479,0.04148,24.485292,6,0.2450450662381318,4189.18,-0.26209,0.0038289760771666,1.3784313877800046e+31,0.239,1.5000000000000002e+33,12.7,0.082,3.6e+32,6.0,0.36,2.4e+33,18.0,0.302196,0.279124,4.92329
102,107,450104815,73.6574641169295,9.4090895889699,04:54:37.79,+09:24:32.7,13.24,21.7137,0.0609,46.054586026123445,11.340191585568904,3.033561,0.89783802,-3691.45211,0.03687,24.485292,1,0.0408408443730219,3961.5,-0.37254,0.0032280433968378,1.1620956228616225e+31,0.068,2.5e+32,6.0,0.068,2.5e+32,6.0,0.068,2.5e+32,6.0,0.265993,0.238364,4.96557
103,108,9434734,73.6771311633426,-10.4205622076113,04:54:42.51,-10:25:14.0,13.62,13.9946,0.0564,71.45839295947098,10.711064774748628,2.929538,0.72478711,-2565.49705,0.03588,24.486681,4,0.163354110751065,3865.199951171875,-0.44584,0.0061646736500215,2.219282514007746e+31,0.183,1.4e+33,7.5,0.129,1.1000000000000001e+33,6.0,0.256,2e+33,8.0,0.329058,0.310004,4.89489
104,109,246927990,73.7738261097204,-15.4964532653206,04:55:05.72,-15:29:47.2,13.95,13.7852,0.068,72.54500206521897,10.919306512979244,2.903326,0.55561762,-1597.18815,0.02679,24.493626,0,0.0,3917.82,-0.41652,0.0049531946436585,1.7831500717170932e+31,,,,,,,,,,0.302774,0.279784,4.92265
105,110,13912397,74.2078011846136,-39.603426631484,04:56:49.87,-39:36:12.3,13.44,22.6244,0.0461,44.200428210757536,11.638644616074876,3.100772,0.41236881,-911.03513,0.01605,46.430103,1,0.0215377510577566,3648.42,-0.61745,0.0030727140986527,1.1061770755149924e+31,0.133,3.7999999999999996e+32,6.0,0.133,3.7999999999999996e+32,6.0,0.133,3.7999999999999996e+32,6.0,0.246123,0.216676,4.99157
106,111,140757571,74.3406075464576,-72.121945123946,04:57:21.75,-72:07:19.0,13.18,8.7808,0.0243,113.8865104977782,9.05967256851233,2.265239,0.20919967,-22181.60157,0.02734,205.177524,-2147483648,,3655.199951171875,-0.60069,0.0325392078066572,1.1714114810396617e+32,,,,,,,,,,0.493538,0.491633,4.74307
107,112,138826437,74.4379137510461,-6.8090151749737,04:57:45.10,-06:48:32.5,11.88,13.9017,0.0451,71.93512230760035,8.784451068249997,2.269393,0.49612696,-4719.78922,0.02519,24.479736,4,0.1634004549722268,3956.0,-0.37679,0.0341142295575473,1.2281122640717037e+32,0.044,1.8e+33,8.0,0.028,1e+33,6.0,0.08,3.4e+33,10.0,0.550914,0.546076,4.69315
108,113,59127215,74.7629999724453,12.2624823480176,04:59:03.12,+12:15:44.9,13.69,22.4864,0.0743,44.47228000007186,11.83439602308735,3.193404,0.7587013,-94.67392,0.00516,24.492237,0,0.0,3486.800048828125,-0.72645,0.002836753511819,1.0212312642548477e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236208,0.206088,5.00553
109,114,1441539,74.8079934819173,-32.7172859759081,04:59:13.92,-32:43:02.2,12.98,28.6122,0.0515,34.95034970097777,11.618052372489188,2.965364,0.81085126,-2865.07035,0.02066,24.493626,1,0.0408269482027691,3420.62,-0.83132,0.0038133533211656,1.3728071956196434e+31,0.16,9.2e+32,16.0,0.16,9.2e+32,16.0,0.16,9.2e+32,16.0,0.235689,0.205539,5.00628
110,115,389121763,75.0137201638403,15.9148052206507,05:00:03.29,+15:54:53.3,13.52,23.0083,0.11,43.46453157517516,11.80622498240417,3.155376,0.75429116,-233.29932,0.01048,24.493626,0,0.0,3566.800048828125,-0.6661,0.002753911737784,9.914082256022432e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233646,0.20338,5.00926
111,116,146420492,75.0371062701969,-23.1932521604496,05:00:08.91,-23:11:35.7,13.12,15.7036,0.0527,63.68106638562665,10.270509363167616,2.783855,0.33873802,-1130.6629,0.01207,24.479736,3,0.1225503412291701,3639.5,-0.61228,0.0107822217451614,3.881599828258136e+31,0.064,6.6e+32,6.0,0.046,5.7e+32,6.0,0.089,7.599999999999999e+32,6.0,0.372372,0.359994,4.85241
112,117,13955081,75.167566739347,-40.8293588486642,05:00:40.22,-40:49:45.7,13.25,33.8102,0.0577,29.577043647393,12.3746681888472,3.272821,0.38046322,-1619.86674,0.01198,46.423158,0,0.0,3489.199951171875,-0.72465,0.0017218397697727,6.198623171181969e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192371,0.16153,5.07804
113,118,220478846,75.8890312320219,-56.5117691909827,05:03:33.37,-56:30:42.4,12.75,8.703,0.0166,114.90370753783452,8.538508789663641,2.117929,0.15932021,-55.76061,0.00202,181.035315,0,0.0,3981.35,-0.37638,0.0427709092400184,1.5397527326406658e+32,,,,,,,,,,0.562248,0.556139,4.68339
114,119,415508270,76.0614925102354,11.0566288925832,05:04:14.76,+11:03:23.9,10.77,98.1514,0.0837,10.188356446562352,12.191538346777708,3.032387,0.84245565,-3255.80065,0.00709,24.48807,1,0.0408362112653222,3485.800048828125,-0.72727,0.00204311430309,7.355211491124213e+30,0.093,4e+32,16.0,0.093,4e+32,16.0,0.093,4e+32,16.0,0.189378,0.158635,5.08381
115,120,14001734,76.0989252295974,-37.5055722436821,05:04:23.74,-37:30:20.1,11.69,23.4032,0.1149,42.73122690887021,9.871952187200872,2.749723,0.28798273,-4917.69116,0.01919,24.483903,10,0.4084316132113413,4065.60009765625,-0.32705,0.0119684834969556,4.308654058904022e+31,0.054,7.8e+32,9.0,0.02,2.5999999999999998e+32,6.0,0.115,2.2000000000000002e+33,14.0,0.438763,0.434448,4.79155
116,121,200322593,76.3101195761408,-47.9376470443175,05:05:14.43,-47:56:15.5,11.48,71.3886,0.0448,14.007849762521118,12.16194262404979,3.11322,0.72606865,-2351.6918,0.00376,67.009527,7,0.1044627579597748,3464.89990234375,-0.74336,0.0021309190090303,7.671308432509418e+30,0.039,9.1e+31,8.6,0.017,5.7e+31,6.0,0.098,1.8999999999999998e+32,12.0,0.197117,0.166161,5.06915
117,122,455032060,76.5771996196845,0.5694459396918,05:06:18.53,+00:34:10.0,13.85,29.0068,0.0793,34.47518365881308,12.700772057697243,3.379964,0.96102182,-119.82523,0.00808,24.482514,0,0.0,3883.58,-0.43924,0.0009803636054943,3.529308979779752e+30,,,,,,,,,,0.173856,0.143939,5.11587
118,123,169396756,76.7707353849752,-12.5789836218113,05:07:04.98,-12:34:44.3,12.78,22.1334,0.5128,45.22837970254567,10.920385852432023,2.737708,0.43609237,-100.45095,0.00263,24.489459,1,0.0408338951056452,4077.93,-0.32016,0.0045280337958617,1.630092166510236e+31,0.144,2.2000000000000002e+33,34.0,0.144,2.2000000000000002e+33,34.0,0.144,2.2000000000000002e+33,34.0,0.305147,0.282498,4.92006
119,124,200384712,77.9637649683615,-42.6593848522038,05:11:51.30,-42:39:33.8,13.28,20.5973,0.0882,48.5518012626045,11.27315826607152,3.058308,0.75220176,-240.01114,0.00429,45.084162,1,0.0221807383266877,3659.0,-0.59795,0.0042258753856131,1.5213151388207392e+31,0.136,6.5e+32,10.0,0.136,6.5e+32,10.0,0.136,6.5e+32,10.0,0.276529,0.250082,4.95267
120,125,24344174,79.0999970214441,-8.7313599864823,05:16:24.00,-08:43:52.9,13.8,39.6642,0.0835,25.21187319787543,13.24341042903972,3.659903,0.68104013,-399.46685,0.01596,24.482514,1,0.0408454785321474,3470.699951171875,-0.73888,0.0007837685267813,2.821566696412831e+30,0.208,1.6e+32,6.0,0.208,1.6e+32,6.0,0.208,1.6e+32,6.0,0.157255,0.12879,5.15474
121,126,249040177,79.1064009461662,-0.5216266714734,05:16:25.54,-00:31:17.9,13.31,22.7065,0.0576,44.0408103528398,11.534218492946378,3.109658,0.91365116,-3651.77843,0.04426,24.486681,0,0.0,3717.10009765625,-0.55537,0.0031949244440326,1.150172799851766e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259465,0.231174,4.97385
122,127,30943870,79.3224017740473,-27.515434491661,05:17:17.38,-27:30:55.6,12.82,39.333,0.0549,25.4240423998624,12.26944297929996,3.057329,0.60809011,-157.88228,0.00309,45.074439,0,0.0,3659.0,-0.59795,0.0016881180010839,6.077224803902375e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186859,0.156215,5.08876
123,128,249071639,79.6478816788458,-5.0763876477006,05:18:35.49,-05:04:35.0,13.04,27.1032,0.0772,36.89660280775797,11.590831094647008,3.044372,0.86204925,-1055.96939,0.01493,24.481125,1,0.0408477960061067,3904.39990234375,-0.41635,0.0026681335568973,9.605280804830318e+30,0.627,1.7e+33,14.0,0.627,1.7e+33,14.0,0.627,1.7e+33,14.0,0.242506,0.212794,4.99658
124,129,393804343,81.3205057968595,-20.907358611419,05:25:16.92,-20:54:26.5,12.93,13.3735,0.0563,74.77731826715939,9.845191569849788,2.635057,0.91095283,-2311.24465,0.02064,45.068883,13,0.2884473529108765,3806.02,-0.49363,0.0143012951222921,5.148466244025186e+31,0.085,3.6e+33,14.3,0.031,5.6e+32,6.0,0.432,2.8999999999999997e+34,52.0,0.417793,0.411415,4.81043
125,130,264631371,82.1980889763332,1.8687782242511,05:28:47.54,+01:52:07.6,12.72,15.3436,0.0688,65.17631091046638,10.15463312489051,2.769966,0.92253147,-264.95394,0.00922,20.589147,2,0.0971385555700777,4038.5,-0.34243,0.0093566147519203,3.36838131069133e+31,0.134,1.3000000000000002e+33,8.0,0.066,9.6e+32,8.0,0.202,1.6e+33,8.0,0.396127,0.387101,4.83022
126,131,345778835,82.200879898497,11.3486430428299,05:28:48.21,+11:20:55.1,11.88,49.5551,0.0778,20.179656439260896,11.76579415972332,3.00925,0.30365048,-909.91732,0.00643,20.587758,4,0.1942902184880937,3877.10009765625,-0.43697,0.0023145700774826,8.332452278937413e+30,0.091,1.7e+32,7.0,0.024,6e+31,6.0,0.205,3.3e+32,8.0,0.227321,0.196746,5.01869
127,132,302609808,82.3708846505864,16.8749592442102,05:29:29.01,+16:52:29.9,13.86,6.8463,0.0738,146.0964198066712,9.17978913310258,2.13234,0.30492646,-88.95809,0.01051,20.596092,0,0.0,4024.0,-0.35086,0.0231434631514218,8.33164673451186e+31,,,,,,,,,,0.453231,0.450001,4.77864
128,133,391745863,82.7071423691678,-67.0986591454156,05:30:49.71,-67:05:55.2,12.94,19.5938,0.039,51.036949133518306,10.762339472970435,2.906229,0.82519282,-68414.94511,0.06172,222.746985,17,0.0763197760005595,3810.199951171875,-0.4868,0.0061063853139099,2.1982987130075877e+31,0.088,6e+32,7.9,0.033,2.1e+32,6.0,0.186,1.2e+33,12.0,0.327043,0.307678,4.89695
129,134,302829745,83.069369259576,13.1250455350925,05:32:16.65,+13:07:30.2,13.25,22.2297,0.0883,44.98625857812044,11.4361016239081,3.058747,0.72331467,-127.53302,0.00621,20.596092,2,0.0971058004596211,3761.58,-0.52669,0.0034059271375896,1.226133769532278e+31,0.156,4.6999999999999995e+32,6.0,0.087,3.1e+32,6.0,0.226,6.2999999999999995e+32,6.0,0.262312,0.234303,4.97021
130,135,427348926,83.6131086990207,-0.2117979889392,05:34:27.15,-00:12:42.5,13.48,18.0911,0.0802,55.277926900451746,11.159810263822036,2.959917,0.67196908,-1139.34656,0.02962,20.587758,1,0.0485725546220234,4256.0,-0.23045,0.0033439201338533,1.2038112481872032e+31,0.104,6.2e+32,10.0,0.104,6.2e+32,10.0,0.104,6.2e+32,10.0,0.286286,0.26105,4.94119
131,136,350332233,83.9776232865923,-55.5715449184499,05:35:54.63,-55:34:17.6,13.23,24.7722,0.0462,40.36810830253046,11.600735008338772,3.023128,0.43034934,-20990.91461,0.02001,242.409669,1,0.0041252479908299,4181.39990234375,-0.26595,0.0023018975696683,8.286831250805974e+30,0.063,1.6e+32,6.0,0.063,1.6e+32,6.0,0.063,1.6e+32,6.0,0.246537,0.217122,4.99101
132,137,436159008,83.9996517256574,10.2681224178001,05:35:59.92,+10:16:05.2,13.92,8.5729,0.0567,116.65640803955311,9.779715000177092,2.38959,0.66377455,-77.25793,0.00943,20.596092,0,0.0,3671.62,-0.59805,0.0167237628037567,6.020554609352418e+31,,,,,,,,,,0.400441,0.391978,4.82625
133,138,144486791,84.1659040014632,-36.9021941981948,05:36:39.82,-36:54:07.9,13.56,12.3644,0.0481,80.8797323265793,10.383366473613586,2.87512,0.79228028,-3146.8569,0.01976,45.082773,0,0.0,3931.0,-0.39608,0.0079631593322531,2.8667373596111297e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37278,0.360463,4.85202
134,139,388938137,84.1806702382295,-10.6414813915703,05:36:43.36,-10:38:29.3,13.24,19.4992,0.0523,51.28487912765678,10.89021931863406,2.823656,0.72092186,-296.26908,0.00737,20.590536,0,0.0,3930.800048828125,-0.39622,0.0049934450144574,1.797640205204682e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30246,0.279426,4.923
135,141,127106127,84.7533286595684,12.770615738793,05:39:00.80,+12:46:14.2,13.82,14.2783,0.1101,70.04446333951009,10.875663939016649,2.825591,0.33037683,-76.97382,0.00765,20.593314,0,0.0,3776.699951171875,-0.51161,0.0056283152254101,2.026193481147662e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296076,0.272147,4.93006
136,142,140212114,84.7563970275307,-30.725294931239,05:39:01.54,-30:43:31.1,12.25,12.3342,0.0317,81.07642282068639,8.851825105488901,2.229858,0.1400778,-2398.74096,0.00775,45.088329,0,0.0,4171.2998046875,-0.27096,0.0290839881524678,1.0470235734888443e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517266,0.514858,4.72233
