,Unnamed: 0,Name,ra_epoch2000,dec_epoch2000,RA,DEC,Tmag,parallax,parallax_error,distL1350,MG,bp_rp,LS_Period,Log10_LS_Prob,Amplitude,Duration,flares,flarerate,teff_val,BC,L,Lergs,MeanAmp,MeanEnergy,MeanFlareDuration,MinAmp,MinEnergy,MinFlareDuration,MaxAmp,MaxEnergy,MaxFlareDuration,star_radius,star_mass,star_logg
209,224,96797806,104.9577217229106,-30.1586481288758,06:59:49.85,-30:09:31.1,13.06,17.085,0.0343,58.53133663237031,10.381451790719495,2.706521,0.14250556,-174.48453,0.00544,22.72404,0,0.0,3797.199951171875,-0.49646,0.0087499038356545,3.1499653808356217e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349574,0.333715,4.87437
210,225,96798626,105.1390054904753,-30.1825422896699,07:00:33.36,-30:10:57.2,12.92,16.0287,0.0445,62.38903090089565,10.278506801425213,2.676545,0.13161443,-94.04485,0.00392,22.728207,0,0.0,3711.0,-0.56607,0.0102571164825791,3.6925619337284936e+31,,,,,,,,,,0.365031,0.351552,4.8594
211,226,125258133,105.520464670957,-7.8739274324967,07:02:04.91,-07:52:26.1,12.16,12.308,0.024,81.24856807685887,8.609589421394588,1.96474,0.49401484,-4242.21871,0.02561,22.728207,0,0.0,4116.01,-0.2995,0.0373219414189455,1.3435898910820406e+32,,,,,,,,,,0.517864,0.515431,4.72181
212,227,97056327,105.636968899551,-33.3287968194686,07:02:32.87,-33:19:43.7,11.62,26.2375,0.0449,38.11360741011072,10.80949071898874,2.81458,0.34799206,-205.15218,0.0019,43.321521,0,0.0,3790.300048828125,-0.50151,0.005926628730703,2.1335863430530896e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392728,0.383248,4.83336
213,228,291962446,106.2751516582678,4.3342548384227,07:05:06.04,+04:20:03.3,13.27,20.6682,0.0548,48.384175130898655,11.181301292719494,2.81515,0.75474258,-545.89134,0.01388,22.721262,0,0.0,3785.66,-0.5086,0.0042356442966654,1.5248319467995505e+31,,,,,,,,,,0.263017,0.235079,4.96931
214,229,177122224,106.2998391133683,-10.131319647289,07:05:11.96,-10:07:52.8,11.99,58.5436,0.0726,17.08133863076,12.28962048756418,3.225418,0.54101301,-3931.41712,0.01885,22.717095,2,0.0880394258156687,3479.699951171875,-0.73191,0.0018746310284895,6.748671702562549e+30,0.092,1.8e+32,7.0,0.023,5.2e+31,6.0,0.161,3.2e+32,8.0,0.201476,0.170457,5.06124
215,230,291967418,106.3378639589313,1.9564972427513,07:05:21.09,+01:57:23.4,12.78,8.2218,0.0327,121.63154216450069,8.364311934048349,1.995376,0.31431467,-736.67719,0.00934,22.726818,0,0.0,4173.34,-0.26994,0.0455251328613293,1.6389047830078573e+32,,,,,,,,,,0.56367,0.557386,4.68217
216,231,81053993,106.3742528311099,-20.6934342635178,07:05:29.82,-20:41:36.4,13.92,17.6718,0.084,56.58983494636516,11.525824863773384,3.090055,0.85503145,-2391.24744,0.07702,22.725429,0,0.0,4158.62,-0.27736,0.0024923788165109,8.972563739439554e+30,,,,,,,,,,0.258018,0.229589,4.97572
217,232,358176584,107.1660524672015,-76.7065053207684,07:08:39.85,-76:42:23.4,11.19,19.2259,0.0208,52.01328914733949,8.708124410093996,2.123998,0.90463918,-84491.02017,0.03332,296.736237,117,0.3942895589122133,3978.300048828125,-0.35949,0.0360202098650806,1.2967275551429046e+32,0.035,2e+33,9.8,0.008,3.7e+32,6.0,0.387,3.3e+34,42.0,0.527773,0.524824,4.71319
218,233,81746184,107.2599753310421,-23.7656089972452,07:09:02.39,-23:45:56.2,11.58,18.9002,0.0351,52.909850834041094,9.052452314249011,2.122409,0.18941879,-639.04474,0.00393,22.725429,0,0.0,4017.5,-0.35469,0.0261153029668376,9.401509068061551e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458334,0.455414,4.77411
219,234,391926086,107.6073805525942,-74.9224788899918,07:10:25.77,-74:55:20.9,13.5,11.8674,0.0396,84.26627360189798,10.161535054478035,2.673863,0.36217544,-2133.57248,0.02983,21.861471,3,0.1372277281798649,3731.199951171875,-0.54501,0.011204435128612,4.03359664630034e+31,0.099,2.2000000000000002e+33,10.7,0.041,7.1e+32,8.0,0.191,4.9e+33,16.0,0.376108,0.364281,4.84888
220,235,65298944,108.0204006865518,-29.5464584340472,07:12:04.90,-29:32:47.3,12.72,10.6441,0.7148,94.78093132279808,9.174475141067406,2.401432,0.87335916,-621.90901,0.01464,22.725429,0,0.0,3668.10009765625,-0.5913,0.0290221744203092,1.0447982791311328e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515163,0.51284,4.72416
221,236,264413099,109.0345405207612,10.6641605509609,07:16:08.29,+10:39:51.0,13.15,7.22,0.0433,138.5136083882017,8.30255278434874,2.130424,0.88600456,-103.84223,0.00863,22.726818,0,0.0,3880.19,-0.44153,0.0564405038328206,2.0318581379815443e+32,,,,,,,,,,0.596298,0.585058,4.65434
222,237,106493402,109.9143329734302,-26.7447758183428,07:19:39.44,-26:44:41.2,10.9,40.8443,0.0357,24.48325749443825,10.272017999270131,2.776105,0.92629156,-7301.09714,0.02847,22.707372,9,0.3963470541637315,3866.0,-0.44528,0.0092321912925321,3.3235888653115873e+31,0.032,4.6999999999999995e+32,11.8,0.013,1.2999999999999999e+32,6.0,0.101,1.4e+33,32.0,0.37234,0.359958,4.85244
223,238,317704790,110.221331688373,1.5840600675803,07:20:53.12,+01:35:02.6,13.37,11.8958,0.0844,84.07148410292109,9.9009394298572,2.532604,0.38815628,-785.17395,0.01919,22.719873,1,0.0440143305378511,3627.4,-0.63539,0.015480330251468,5.572918890528512e+31,0.084,2e+33,10.0,0.084,2e+33,10.0,0.084,2e+33,10.0,0.395378,0.386253,4.83091
224,239,187601921,110.876563110273,-6.8667653240587,07:23:30.38,-06:52:00.4,13.55,11.2749,0.054,88.6965182446815,10.046494139668903,2.460643,0.41945019,-103.48489,0.01235,22.72404,0,0.0,3614.0,-0.63106,0.013484236028691,4.854324970328791e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.370629,0.357993,4.85406
225,240,111742879,111.1188546765337,-33.0831321122875,07:24:28.53,-33:04:59.3,13.14,12.9363,0.0261,77.30246734247714,9.639855220180582,2.205391,0.62703084,-142.86342,0.00575,22.728207,0,0.0,3946.59,-0.39802,0.0158221650886415,5.695979431910941e+31,,,,,,,,,,0.389863,0.379991,4.83602
226,241,412747354,111.1955324011696,-20.8988535821374,07:24:46.93,-20:53:55.9,12.94,12.8534,0.0534,77.80303483592377,10.0867223115304,2.705661,0.49703433,-3140.02671,0.05667,22.722651,3,0.1320268484517937,3919.699951171875,-0.40466,0.0105481201970686,3.7973232709447183e+31,0.163,2.6000000000000003e+33,11.3,0.064,9.8e+32,8.0,0.338,5.1000000000000005e+33,16.0,0.401405,0.393066,4.82537
227,242,187919808,111.277644083463,-11.2294908837563,07:25:06.63,-11:13:46.2,13.25,5.401,0.0246,185.1580537815991,7.84030796393183,1.819356,0.18033925,-309.70306,0.01256,22.725429,0,0.0,4133.0,-0.29054,0.0751783549597283,2.706420778550219e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632523,0.613853,4.62398
228,243,385924226,111.2781946444838,-13.9306639485312,07:25:06.77,-13:55:50.4,12.9,6.709,0.0225,149.0566781517373,7.979020808003199,1.807471,0.62223987,-2868.73152,0.03457,22.725429,0,0.0,3921.0,-0.40369,0.073429011354519,2.643444408762686e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599316,0.58753,4.65179
229,244,108655754,112.5006715597896,-28.512471069446,07:30:00.16,-28:30:44.9,13.54,11.2791,0.1194,88.67878266798357,10.046111386324402,2.563078,0.21320148,-134.84602,0.00985,22.722651,0,0.0,3681.0,-0.5818,0.0128906684688789,4.640640648796425e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367919,0.354877,4.85664
230,245,108655743,112.5084987056027,-28.5175414400635,07:30:02.04,-28:31:03.1,12.67,55.3808,0.0619,18.056844283222517,12.687669735819938,3.377319,0.21320148,-998.18983,0.01346,22.719873,0,0.0,3783.199951171875,-0.50678,0.0010559518539165,3.801426674099602e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17565,0.14561,5.11196
231,246,109309750,113.1165757421481,-25.7178813294384,07:32:27.98,-25:43:04.4,12.91,40.4669,0.0521,24.71163555517819,12.279065547962896,3.230483,0.20619062,-1626.67479,0.01787,22.725429,-2147483648,,3470.699951171875,-0.73883,0.0019050473254909,6.858170371767361e+30,,,,,,,,,,0.196883,0.165931,5.06958
232,247,271900514,113.1170822683817,-74.7644664696981,07:32:28.10,-74:45:52.1,11.62,10.7056,0.0179,93.40956115829611,7.82430734123877,1.924789,0.45537991,-1226.39641,0.01005,278.195865,76,0.2731888196828518,3925.69,-0.41141,0.085278796958511,3.0700366905063987e+32,0.052,8.7e+33,13.3,0.013,1.3000000000000002e+33,6.0,0.627,1.1999999999999999e+35,38.0,0.673675,0.644591,4.59045
233,248,113285880,113.1722049281126,-32.3601286644014,07:32:41.33,-32:21:36.5,11.54,22.0581,0.0439,45.33517342333937,9.557095592991608,2.489685,0.40621709,-8464.46065,0.05261,22.718484,9,0.3961531940247421,3835.5,-0.46805,0.0182130115927044,6.556684173373605e+31,0.079,1.7e+33,9.6,0.022,7.1e+32,6.0,0.17,3.6e+33,16.0,0.4448,0.440974,4.78615
234,249,234412953,113.5521173595098,11.1207223956064,07:34:12.51,+11:07:14.6,13.17,17.7961,0.0741,56.193995069151015,10.783734454865414,2.937653,0.30377526,-201.6723,0.00761,22.725429,1,0.044003569745592,3574.800048828125,-0.6601,0.0070233807242356,2.528417060724817e+31,0.83,5.8e+33,12.0,0.83,5.8e+33,12.0,0.83,5.8e+33,12.0,0.322417,0.302342,4.90173
235,251,453095489,113.913861823443,-67.6945224984767,07:35:39.33,-67:41:40.3,12.49,19.7887,0.084,50.535677706982085,10.291219529164056,2.716835,0.15415149,-1581.25443,0.00315,274.233048,0,0.0,3700.60009765625,-0.56747,0.01015079819946,3.654287351805602e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374479,0.362413,4.85042
236,252,65589187,113.9165831972416,-3.7212658844712,07:35:39.98,-03:43:16.6,12.3,20.2774,0.047,49.31650748291361,10.182002435179314,2.686729,0.60982657,-6377.58088,0.04897,22.722651,3,0.1320268484517937,3793.89,-0.50251,0.0105731168139349,3.806322053016596e+31,0.045,8.9e+32,12.0,0.029,6.6e+32,10.0,0.063,1e+33,14.0,0.379462,0.368124,4.84573
237,253,16053378,114.5467019313484,14.4492416749848,07:38:11.21,+14:26:57.3,13.58,16.6123,0.0693,60.198409067105274,11.02570993096231,2.868698,0.41099031,-399.34706,0.01218,22.728207,4,0.1759927652894044,3915.08,-0.41831,0.004498213061038,1.6193567019736915e+31,0.223,1.3000000000000002e+33,9.5,0.073,5.1999999999999996e+32,6.0,0.609,3.4e+33,14.0,0.287917,0.262892,4.93931
238,254,66307320,115.266708696505,-4.1531072603447,07:41:04.01,-04:09:11.2,13.65,6.5006,0.0332,153.83952248670596,8.751372384023082,2.039887,0.56087399,-221.32025,0.00846,22.725429,0,0.0,3804.0,-0.49142,0.039085803714632,1.407088933726754e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504152,0.502144,4.73377
239,255,94231848,115.2875531444454,-15.6414615244021,07:41:09.01,-15:38:29.3,13.86,9.5235,0.0421,105.00735726953536,9.914618356573024,2.491089,0.22010986,-532.33297,0.03213,22.721262,0,0.0,3683.39990234375,-0.58004,0.0145267562226945,5.22963224017002e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387993,0.377863,4.83775
240,256,140462519,115.9321471620253,-18.1910863734565,07:43:43.72,-18:11:27.9,12.25,13.2802,0.028,75.30072159400447,8.998562310046115,2.218604,0.12034573,-249.73799,0.00378,22.725429,0,0.0,4098.39990234375,-0.30893,0.0263115891932301,9.472172109562846e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493547,0.491642,4.74306
241,257,31767465,116.2481792216348,-10.3822807440439,07:44:59.56,-10:22:56.2,11.28,11.8115,0.0376,84.66491406909427,7.547615640380469,1.785491,0.30993916,-2096.13037,0.008,22.725429,0,0.0,4135.5,-0.28925,0.0983226869559815,3.5396167304153374e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723674,0.62,4.51137
242,258,333940513,116.3576053099988,-14.9099368506536,07:45:25.83,-14:54:35.8,13.14,16.6871,0.0585,59.927970437307465,10.374096150880453,2.704922,0.8924906,-1873.37562,0.0258,22.719873,1,0.0440143305378511,3811.89990234375,-0.48559,0.0087216276997952,3.139785971926284e+31,0.177,1.3000000000000002e+33,8.0,0.177,1.3000000000000002e+33,8.0,0.177,1.3000000000000002e+33,8.0,0.356136,0.341295,4.86797
243,259,340638718,116.6746283658075,-58.6842785610189,07:46:41.91,-58:41:03.4,12.12,30.2782,0.0403,33.02717796158561,11.069502667127352,3.028998,0.90085371,-6938.13361,0.02182,85.417944,28,0.3277999760799674,4160.0,-0.27665,0.0037919180051467,1.365090481852846e+31,0.153,7e+32,10.2,0.031,1.7e+32,6.0,0.799,3.4e+33,18.0,0.302409,0.279368,4.92305
244,260,127417552,116.9992510069902,-28.7510104773543,07:47:59.82,-28:45:03.6,12.75,12.3098,0.035,81.23736228954215,9.451049931117907,2.462472,0.9158943,-1025.00988,0.0142,22.72404,3,0.1320187783510326,3374.0,-0.81526,0.0276492926198956,9.953745343162445e+31,0.116,3e+33,7.3,0.047,2e+33,6.0,0.188,4e+33,8.0,0.466255,0.463737,4.76709
245,261,271372236,117.4062250700303,1.9808225322162,07:49:37.49,+01:58:51.0,13.87,9.1584,0.0707,109.20186853837777,9.960623652068316,2.541642,0.61288581,-105.46391,0.00694,22.722651,0,0.0,3767.69,-0.52206,0.0132000181996689,4.752006551880818e+31,,,,,,,,,,0.382771,0.371907,4.84262
246,262,128050927,117.5438440712349,-25.0006406088606,07:50:10.52,-25:00:02.3,13.88,12.2432,0.0391,81.67960843432809,10.336107764450135,2.61137,0.23446184,-92.71085,0.01331,22.728207,0,0.0,3684.89,-0.58714,0.0099177442227113,3.570387920176096e+31,,,,,,,,,,0.338755,0.321209,4.88508
247,263,320419365,118.1575064405742,11.2739303606997,07:52:37.80,+11:16:26.1,13.28,6.8426,0.028,146.14790845591585,8.395888977569472,1.878303,0.11005444,-721.31619,0.01311,22.72404,0,0.0,3942.5,-0.38723,0.0492647646624998,1.7735315278499956e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535449,0.531979,4.70653
248,264,131799991,118.7285102609497,-38.1604938019212,07:54:54.84,-38:09:37.8,12.35,80.1219,0.0805,12.48100718527212,13.053651833942524,3.587218,0.21337833,-909.0792,0.01184,41.317194,9,0.2178269898967485,3423.0,-0.82886,0.0010141057854728,3.6507808277020985e+30,0.189,3.1e+32,18.0,0.032,3.7000000000000003e+31,6.0,0.375,7.8e+32,48.0,0.167047,0.137657,5.13119
249,265,56292468,119.172148686075,-14.0076699220285,07:56:41.32,-14:00:27.6,13.19,10.93,0.1342,91.5179739492622,9.67541501489223,2.585113,0.17160947,-192.82284,0.00741,22.72404,0,0.0,4104.60009765625,-0.30561,0.0140630005736493,5.062680206513779e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440515,0.436347,4.78998
250,266,169619921,119.8495235665328,-6.8895361109201,07:59:23.89,-06:53:22.3,12.73,11.4789,0.0428,87.11870553106849,8.961919931234469,2.18971,0.58784425,-2458.52556,0.01832,22.728207,4,0.1759927652894044,3814.16,-0.48772,0.0320863290227613,1.1551078448194084e+32,0.069,3.3000000000000003e+33,10.5,0.034,1.6e+33,8.0,0.094,4.2e+33,14.0,0.493839,0.491934,4.7428
251,267,152328570,119.9320806350081,-30.2740492866995,07:59:43.70,-30:16:26.6,13.21,15.4087,0.0317,64.8989377084348,10.124182059229332,2.364906,0.27211234,-414.64979,0.01072,41.324139,1,0.0241989312832385,3717.60009765625,-0.55498,0.0117035918626668,4.2132930705600655e+31,0.091,1.1000000000000001e+33,6.0,0.091,1.1000000000000001e+33,6.0,0.091,1.1000000000000001e+33,6.0,0.341338,0.324195,4.8825
252,268,331919635,119.9655107377634,-12.2127631379634,07:59:51.72,-12:12:45.9,12.57,11.114,0.0391,89.97875922801057,9.448430999403254,2.297811,0.12064316,-755.39549,0.01573,22.728207,0,0.0,4115.16,-0.29995,0.0172427924905818,6.207405296609452e+31,,,,,,,,,,0.402998,0.53,4.95174
253,269,11009478,120.0276642788733,-20.0554252995521,08:00:06.64,-20:03:19.5,12.74,11.37,0.0305,87.95197213487427,9.137252089861995,2.187892,0.3468,-83.77308,0.00384,22.72404,0,0.0,3894.300048828125,-0.42398,0.0257448972646659,9.268163015279728e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461307,0.45855,4.77147
254,270,152953620,120.2135776711293,-24.8591288624955,08:00:51.26,-24:51:32.9,11.51,22.773,0.0492,43.91205302160017,9.610845289186674,2.581804,0.81238497,-4711.64311,0.02307,41.306082,15,0.3631426480971979,3880.10009765625,-0.43465,0.0168082262715599,6.050961457761593e+31,0.09,2.3e+33,10.8,0.018,3.7999999999999996e+32,6.0,0.586,1.3e+34,40.0,0.450822,0.447432,4.78078
255,271,152872186,120.2254818807676,-29.5613350084907,08:00:54.12,-29:33:40.8,11.18,43.3598,0.0332,23.06286381713107,10.332125827194094,2.636057,0.65412981,-196.15226,0.00133,41.329695,0,0.0,3944.800048828125,-0.38545,0.0082666522998243,2.975994827936751e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344988,0.328415,4.87888
256,272,153193474,120.489052521942,-25.9481298957014,08:01:57.37,-25:56:53.3,13.08,25.8618,0.043,38.66727953634097,11.270848909729883,2.655448,0.11400615,-4959.49301,0.04511,41.324139,0,0.0,3532.300048828125,-0.69191,0.0046176865282458,1.6623671501684945e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251079,0.22203,4.98486
257,273,153116065,120.5778767720143,-29.672651430332,08:02:18.69,-29:40:21.5,13.65,4.5764,0.037,218.53862870261057,8.027809931920357,1.995773,0.81735561,-266.59613,0.01941,18.605655,0,0.0,3899.46,-0.42861,0.0718323419628071,2.5859643106610582e+32,,,,,,,,,,0.636065,0.616573,4.62105
258,274,452929852,121.6236996928508,4.3636531180634,08:06:29.69,+04:21:49.2,13.61,15.8988,0.0869,62.90149981265358,10.9781129959379,2.982593,0.33180869,-469.03932,0.01084,22.725429,1,0.044003569745592,3572.63,-0.6838,0.0060017070671912,2.1606145441888604e+31,0.15,1e+33,8.0,0.15,1e+33,8.0,0.15,1e+33,8.0,0.299908,0.276512,4.92581
259,275,306826065,121.7433783227332,-67.1577928977229,08:06:58.41,-67:09:28.1,13.33,13.1346,0.0488,76.13683180208852,10.202391994811942,2.590562,0.74201896,-1678.36566,0.02194,228.450219,20,0.0875464251579465,3771.35,-0.5193,0.0105381213586,3.793723689096007e+31,0.181,3e+33,10.3,0.043,5.3999999999999995e+32,6.0,0.995,1.8999999999999998e+34,26.0,0.359092,0.344706,4.86511
260,276,422026560,122.2172946181804,-16.1214884970125,08:08:52.15,-16:07:17.4,13.71,10.9417,0.1133,91.41241969660284,10.166436975418822,2.643349,0.20361773,-258.95395,0.01973,22.726818,0,0.0,4036.04,-0.34385,0.0092675556922445,3.3363200492080537e+31,,,,,,,,,,0.36974,0.356971,4.85491
261,277,145167996,122.3544720508737,-33.4240032233207,08:09:25.07,-33:25:26.4,13.78,6.9945,0.0477,142.9820723246138,9.06356106367422,2.354402,0.28607599,-375.02937,0.03084,18.607044,0,0.0,3457.5,-0.79369,0.0387303645540822,1.3942931239469603e+32,,,,,,,,,,0.501828,0.499859,4.73581
262,278,11171398,122.5252069371414,-22.1020933251799,08:10:06.05,-22:06:07.5,13.22,9.917,0.0354,100.83942058059137,9.32304929213855,2.298245,0.17876127,-4755.49348,0.07125,22.72404,0,0.0,4003.39990234375,-0.36304,0.020511446246621,7.384120648783589e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444121,0.440242,4.78676
263,279,306931200,122.7081638275326,-71.1264982523653,08:10:49.96,-71:07:35.4,13.18,19.1232,0.0391,52.29293210754804,10.962216031200974,2.915797,0.63886309,-32926.28426,0.03334,227.76822,23,0.1009798469689933,3913.5,-0.40942,0.0047302227542948,1.70288019154614e+31,0.156,9.9e+32,10.0,0.036,2.1e+32,6.0,0.465,2.9e+33,18.0,0.306047,0.283528,4.91909
264,280,878056,123.9741083105033,-15.9344872534022,08:15:53.79,-15:56:04.2,13.88,10.379,0.0678,96.35632651021098,10.16611882703158,2.746564,0.53746283,-200.15413,0.01137,22.725429,0,0.0,4190.10009765625,-0.26165,0.0085943387498595,3.0939619499494405e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387285,0.377057,4.83841
265,281,156258291,124.5215494668512,-26.8435150753216,08:18:05.17,-26:50:36.7,13.74,12.1259,0.0401,82.4698541917428,10.216345866385115,2.386566,0.14766414,-3682.07653,0.10324,41.307471,0,0.0,3782.10009765625,-0.50761,0.0102921394676426,3.705170208351342e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337991,0.320326,4.88585
266,282,455213748,125.4615175429794,0.6283449406408,08:21:50.76,+00:37:42.0,13.99,28.563,0.079,35.010856756763076,12.675801307045758,3.350944,0.40622082,-383.25616,0.01427,22.728207,0,0.0,4080.82,-0.31856,0.0008976426493632,3.2315135377077416e+30,,,,,,,,,,0.178086,0.147892,5.10675
267,283,296603933,125.7805031879498,-12.6892557257808,08:23:07.32,-12:41:21.3,12.76,19.3796,0.0392,51.60106641719153,10.442233614507751,2.406921,0.56347027,-152.33348,0.00444,22.725429,0,0.0,3806.33,-0.4934,0.0082502395213543,2.970086227687556e+31,,,,,,,,,,0.311407,0.289673,4.91332
268,284,271776800,125.9794328309763,-27.8137544535192,08:23:55.06,-27:48:49.5,12.75,7.1517,0.0188,139.82872676470492,7.756231984376264,1.849324,0.20867303,-425.84593,0.00765,18.595932,-2147483648,,4015.300048828125,-0.35595,0.0862754444823098,3.1059160013631538e+32,,,,,,,,,,0.638757,0.61863,4.61883
269,285,139693738,126.6442887859647,-46.8528582245786,08:26:34.63,-46:51:10.3,13.0,30.4071,0.0527,32.887251151805685,11.771048125364578,2.891345,0.43730757,-623.1677,0.00932,40.801875,1,0.024508677603664,3970.5,-0.36559,0.0021568341551404,7.764602958505597e+30,0.38,1.1000000000000001e+33,12.0,0.38,1.1000000000000001e+33,12.0,0.38,1.1000000000000001e+33,12.0,0.218071,0.187182,5.03314
270,286,184100029,126.7321631203988,-36.1004300231998,08:26:55.72,-36:06:01.5,11.55,44.6669,0.0468,22.387991496799486,11.118518333575016,2.78932,0.9648127,-1341.15185,0.00886,18.600099,4,0.2150526188059536,3866.0,-0.45121,0.0042567354813762,1.5324247732954342e+31,0.085,6e+32,13.5,0.026,1.7e+32,10.0,0.205,1.6e+33,22.0,0.269749,0.242526,4.96091
271,287,56409457,127.033042771698,-31.7040801903151,08:28:07.93,-31:42:14.7,13.9,3.9661,0.0218,252.1506739211148,7.611046333839324,1.728111,0.06031541,-3002.08347,0.10415,18.601488,0,0.0,4364.2998046875,-0.1839,0.0841669260105154,3.030009336378557e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685808,0.64,4.57184
272,288,89858552,127.255178076707,-51.1374009616744,08:29:01.24,-51:08:14.6,12.28,16.0295,0.022,62.38520729438335,9.488868887487994,2.212161,0.20554435,-279.42203,0.00272,40.132377,-2147483648,,3646.0,-0.60749,0.0220520234812054,7.93872845323395e+31,,,,,,,,,,0.41568,0.409064,4.81234
273,289,62397411,127.6928958307516,-4.2279011628389,08:30:46.29,-04:13:40.4,13.13,42.5619,0.0778,23.495347354369756,12.66243864999788,3.324998,0.23696343,-351.97746,0.00758,22.725429,0,0.0,3803.4,-0.49554,0.0010696471471974,3.850729729910942e+30,,,,,,,,,,0.17181,0.142041,5.12038
274,290,231603318,127.9660174834937,-27.9011578502236,08:31:51.84,-27:54:04.2,13.26,6.2873,0.1375,159.1942127581607,8.300857621838494,2.09852,0.16600021,-367.63336,0.01673,18.600099,0,0.0,3867.0,-0.45052,0.0569987005496379,2.051953219786966e+32,,,,,,,,,,0.629804,0.611755,4.62623
275,291,307783859,128.0079175867889,-71.7831733623242,08:32:01.90,-71:46:59.4,13.85,20.1426,0.0465,49.64654329359064,11.721609922225724,2.890748,0.58297444,-94.86657,0.00645,90.530853,0,0.0,3933.9,-0.40612,0.0023431712606441,8.435416538319085e+30,,,,,,,,,,0.219822,0.18898,5.03034
276,292,393992326,128.3898893875331,-30.5285874605231,08:33:33.57,-30:31:42.9,13.72,7.1907,0.059,139.08628395409295,10.107079480045432,2.579027,0.38202919,-1355.18468,0.19418,18.601488,0,0.0,3798.800048828125,-0.49528,0.0112533080378571,4.051190893628571e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453585,0.528,4.84738
277,293,118030582,128.6726561492323,-22.4014147613783,08:34:41.44,-22:24:05.1,12.56,10.4267,0.0362,95.90985185103308,8.767335899246593,2.095874,0.78854332,-85.77383,0.00261,18.595932,0,0.0,4040.9,-0.34105,0.0335340216125523,1.2072247780518864e+32,,,,,,,,,,0.518579,0.516114,4.72118
278,296,310768860,129.4362349779507,-65.815590708086,08:37:44.70,-65:48:56.1,13.03,14.7653,0.0434,67.72749936547484,10.161425795585805,2.675453,0.88674337,-509.53165,0.00901,66.816456,2,0.0299327459091814,3800.82,-0.49742,0.0107250095345658,3.861003432443691e+31,0.059,8.2e+32,7.0,0.039,4.8e+32,6.0,0.079,1.2e+33,8.0,0.377669,0.366071,4.84741
279,297,1019692,130.8330455457746,-26.4158698971555,08:43:19.93,-26:24:57.1,13.58,16.5502,0.052,60.42339685764375,10.953931316940425,2.816905,0.95359287,-606.39116,0.01785,18.597321,0,0.0,3855.72,-0.4583,0.0049859448567582,1.794940148432956e+31,,,,,,,,,,0.290688,0.266029,4.93614
280,298,1200831,131.2157995280676,-26.9158542639357,08:44:51.79,-26:54:57.1,13.03,10.1656,0.0274,98.37235391773902,9.200606682027429,2.287952,0.11416574,-100.16243,0.00417,18.602877,0,0.0,3847.300048828125,-0.45926,0.0250877273940889,9.031581861872025e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468667,0.466253,4.76496
281,299,144759615,131.3001096733386,-52.8331628604996,08:45:12.03,-52:49:59.4,12.26,24.4265,0.0593,40.93961922130518,10.614930005101206,2.911219,0.63084952,-78.27529,0.00267,18.601488,2,0.1075182802580094,3879.800048828125,-0.43493,0.0066680676407175,2.400504350658315e+31,0.147,8.6e+32,7.0,0.127,7.599999999999999e+32,6.0,0.166,9.6e+32,8.0,0.342348,0.325362,4.8815
282,300,355462802,131.37529698255,-61.5712129645136,08:45:30.07,-61:34:16.4,13.62,11.5966,0.0531,86.23567227942885,10.471485232976145,2.902769,0.18406722,-26288.4306,0.21636,63.395349,0,0.0,4092.300048828125,-0.31225,0.0067968220888554,2.4468559519879787e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368513,0.355559,4.85607
